c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,delta_position,cost_1,cost_2,cost_3,cost_4,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-176.986,-83.6281,269.722,180.278,22.5842,-1.94842,12.263,-0.0727745,0.0196112,0.00415312,7.36861e-05,-0.0727745,-0.0196087,-0.133161,0.7111,0.663644,0.711129,0.663666,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-6.77755,7.01194,16.683,31.4683,40.831,47.6827,-0.00912087,0.133161,1.98486,6.77673,12.7623,18.2756,
-176.956,-85.0195,270.673,179.327,22.9446,-1.65733,12.1239,-0.0789712,0.0150861,0.00452927,6.95531e-05,-0.0789712,-0.015085,-0.00343376,0.706969,0.662197,0.706953,0.662185,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-8.1684,5.62154,15.322,30.1849,39.6457,46.588,0.0902044,0.00343376,1.69425,6.23989,12.0691,17.4679,
-176.913,-86.2835,271.431,178.569,22.9574,-1.56966,8.80863,-0.0842419,0.01386,0.00483566,6.64467e-05,-0.0842419,-0.0138591,0.082003,0.703858,0.661156,0.703886,0.661179,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-9.4311,4.35649,14.0785,29.0001,38.5371,45.5502,0.187044,-0.082003,1.48043,5.82921,11.5329,16.8394,
-176.85,-87.6664,272.253,177.747,22.4129,-1.58891,8.75269,-0.0883234,0.0136121,0.00514504,6.3244e-05,-0.0883234,-0.0136113,0.153685,0.700652,0.66013,0.700636,0.660116,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-10.8118,2.97051,12.7139,27.6964,37.3143,44.4028,0.313138,-0.153685,1.26911,5.40337,10.9696,16.175,
-176.776,-88.9161,272.942,177.058,22.2909,-1.6036,13.9035,-0.0897876,0.0150968,0.00540203,6.06857e-05,-0.0897876,-0.0150956,0.198459,0.698101,0.659347,0.698129,0.659369,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-12.0591,1.71663,11.4765,26.5076,36.1916,43.3422,0.434045,-0.198459,1.10709,5.0609,10.5111,15.6309,
-176.668,-90.4147,273.777,176.223,22.3877,-1.78567,14.8438,-0.0883198,0.0176034,0.00568778,5.77252e-05,-0.0883198,-0.0176016,0.232808,0.695168,0.658486,0.695196,0.658509,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-13.554,0.211031,9.98886,25.076,34.8386,42.063,0.600526,-0.232808,0.930265,4.66445,9.97284,14.9878,
-176.57,-91.5439,274.418,175.582,22.9186,-2.01907,13.6867,-0.166437,0.080963,0.00179526,0.000122044,-0.166437,-0.0807868,-0.807641,0.570985,0.481189,0.57095,0.481168,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-0.924928,8.8653,23.9933,33.8146,41.0947,51.9435,-0.245977,0.807641,4.37282,9.57166,14.5055,26.0139,
-176.428,-92.9238,275.421,174.579,22.5364,-4.06901,8.42512,-0.089273,0.0670397,0.0025474,0.000113875,-0.089273,-0.0669396,-0.640936,0.569596,0.488478,0.569615,0.48849,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-2.31633,7.49084,22.6789,32.5897,39.9551,51.0037,-0.241133,0.640936,3.94073,8.96685,13.7725,25.0892,
-176.275,-94.0471,276.729,173.271,22.7891,-3.26705,11.7249,-0.0622204,0.0485783,0.00319807,0.000104161,-0.0622204,-0.0485401,-0.449742,0.568088,0.497256,0.568107,0.497268,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-3.45467,6.37008,21.6295,31.6524,39.1255,50.4294,-0.208366,0.449742,3.40219,8.2009,12.8372,23.899,
-176.053,-95.4084,278.412,171.588,22.4122,-2.90499,9.13083,-0.0596465,0.0272928,0.00389578,9.30065e-05,-0.0596465,-0.0272861,-0.241979,0.566606,0.507458,0.566624,0.50747,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-4.83844,5.0014,20.341,30.5005,38.1065,49.7304,-0.127284,0.241979,2.74497,7.24724,11.6621,22.3871,
-175.8,-96.7616,279.79,170.211,22.6521,-1.84224,13.2037,-0.0747335,0.0140539,0.00445035,8.48526e-05,-0.0747335,-0.014053,-0.102704,0.565744,0.514971,0.565762,0.514983,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-6.21653,3.62934,19.0247,29.2895,36.9995,48.8779,-0.0298464,0.102704,2.23613,6.49279,10.7235,21.1658,
-175.555,-97.9879,280.689,169.311,22.7102,-1.45315,11.2862,-0.0882533,0.00987126,0.00485764,7.99466e-05,-0.0882533,-0.00987094,-0.0323344,0.565341,0.519501,0.565359,0.519513,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-7.46673,2.38001,17.8069,28.1373,35.9127,47.9536,0.0543149,0.0323344,1.92389,6.01894,10.1281,20.3828,
-175.351,-98.967,281.243,168.757,22.6828,-1.34921,10.9899,-0.0955243,0.0102441,0.00514301,7.70705e-05,-0.0955243,-0.0102437,7.03374e-05,0.565152,0.522156,0.565122,0.522135,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-8.46602,1.38004,16.8245,27.194,35.0089,47.1484,0.117185,-7.03374e-05,1.74213,5.73704,9.77077,19.9085,
-175.085,-100.187,281.858,168.142,22.6402,-1.45606,11.2477,-0.100002,0.0129279,0.00547042,7.40053e-05,-0.100002,-0.0129272,0.023852,0.564995,0.524981,0.564964,0.52496,-176.886,-175.082,-170.362,-164.422,-158.942,-146.632,-90.6406,-100.321,-115.129,-124.521,-131.399,-141.329,-9.71263,0.131607,15.5939,26.0056,33.8633,46.1109,0.199023,-0.023852,1.55256,5.436,9.38567,19.3925,
-174.807,-101.402,282.479,167.521,22.626,-1.67445,11.4981,-0.044741,0.0327431,0.00422697,9.8689e-05,-0.044741,-0.0327314,-1.37405,0.775791,0.666374,0.775819,0.666392,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-1.11552,14.3629,24.8162,32.7162,45.0716,53.6695,-0.0345689,1.37405,5.14433,9.00855,18.882,29.2237,
-174.512,-102.612,283.198,166.802,22.5986,-3.23274,10.0858,-0.0275095,0.0295216,0.00478182,9.25118e-05,-0.0275095,-0.029513,-1.18339,0.752655,0.651739,0.752655,0.651734,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-2.36113,13.1338,23.6335,31.5814,44.0597,52.7866,-0.0309316,1.18339,4.82223,8.58703,18.3047,28.5377,
-174.119,-104.049,284.658,165.342,22.493,-2.62878,10.2785,-0.0393582,0.016818,0.00549341,8.10777e-05,-0.0393582,-0.0168165,-0.831293,0.716652,0.630135,0.716652,0.630144,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-3.85095,11.6699,22.2589,30.3002,43.022,52.0068,0.0121807,0.831293,4.20142,7.76248,17.159,27.1664,
-173.765,-105.235,285.828,164.172,22.4487,-2.13684,11.6677,-0.0623104,0.00940153,0.0059829,7.28664e-05,-0.0623104,-0.00940125,-0.575619,0.690938,0.614471,0.690937,0.614466,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-5.08742,10.4469,21.1026,29.2148,42.1259,51.3131,0.0735908,0.575619,3.72883,7.12496,16.2598,26.0816,
-173.432,-106.295,286.757,163.243,22.0365,-1.74399,12.6254,-0.0832031,0.00636091,0.00634676,6.6877e-05,-0.0832031,-0.00636082,-0.393128,0.672337,0.603014,0.672336,0.603009,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-6.19672,9.3437,20.0491,28.2153,41.2727,50.618,0.142935,0.393128,3.37322,6.63743,15.5618,25.2334,
-173.009,-107.591,287.581,162.419,22.518,-1.56661,16.9459,-0.100527,0.00958768,0.00670298,6.19139e-05,-0.100527,-0.00958738,-0.246946,0.657076,0.593533,0.657075,0.593528,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-7.55735,7.98506,18.7322,26.9445,40.129,49.6123,0.220289,0.246946,3.07277,6.21918,14.9548,24.491,
-172.649,-108.655,288.232,161.768,22.3481,-1.8621,12.3116,-0.107979,0.013588,0.00696274,5.8206e-05,-0.107979,-0.0135872,-0.147036,0.645796,0.586478,0.645798,0.586487,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-8.67697,6.86473,17.6433,25.8909,39.1737,48.7649,0.297048,0.147036,2.85051,5.90338,14.4886,23.9164,
-172.274,-109.719,288.893,161.107,22.7386,-1.99802,13.936,-0.112061,0.0181649,0.00719896,5.46211e-05,-0.112061,-0.0181629,-0.0569724,0.635014,0.579697,0.635013,0.579692,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-9.80095,5.73799,16.547,24.8293,38.2103,47.9096,0.386321,0.0569724,2.63589,5.59338,14.0248,23.3412,
-171.838,-110.895,289.756,160.244,22.8055,-2.33793,9.94081,-0.114204,0.0217715,0.00743933,5.01932e-05,-0.114204,-0.0217681,0.041828,0.621905,0.571403,0.621908,0.571411,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-11.0489,4.48336,15.33,23.6559,37.1624,47.0009,0.521538,-0.041828,2.37398,5.20639,13.4353,22.6046,
-171.287,-112.293,290.955,159.045,22.6857,-2.49405,9.21732,-0.115992,0.0241152,0.00769047,4.44735e-05,-0.115992,-0.0241106,0.149931,0.605407,0.560887,0.605409,0.560895,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-12.5379,2.97911,13.8739,22.2572,35.9329,45.961,0.738144,-0.149931,2.03851,4.69617,12.6408,21.6023,
-170.757,-113.555,292.181,157.819,22.1813,-2.64574,10.2673,-0.116757,0.0246085,0.00788191,3.90794e-05,-0.116757,-0.0246036,0.228242,0.590431,0.55127,0.59043,0.551266,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-13.8879,1.60663,12.5458,20.984,34.8266,45.0442,0.991684,-0.228242,1.72656,4.20421,11.8543,20.5992,
-170.355,-114.463,293.077,156.923,22.159,-2.62776,15.1136,-0.116674,0.0251629,0.00799858,3.53991e-05,-0.116674,-0.0251576,0.267486,0.580628,0.54494,0.580631,0.544948,-175.082,-170.362,-164.422,-158.942,-146.632,-134.677,-100.321,-115.129,-124.521,-131.399,-141.329,-147.489,-14.8636,0.609964,11.5783,20.0543,34.0147,44.3678,1.19451,-0.267486,1.51607,3.86151,11.2943,19.8784,
-169.557,-116.157,294.75,155.25,22.6864,-2.71722,15.2066,-0.204489,0.0517754,0.00715344,3.90606e-05,-0.204489,-0.0517292,-1.16212,0.601158,0.518378,0.601135,0.518361,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-1.27011,9.74565,18.2865,32.4581,43.0574,49.5334,-0.300342,1.16212,3.25903,10.281,18.559,24.5809,
-169.051,-117.166,295.856,154.144,22.4559,-3.20133,11.0427,-0.175158,0.0481292,0.00734811,3.38931e-05,-0.175158,-0.0480921,-0.958471,0.602411,0.524887,0.602448,0.524916,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-2.40456,8.63738,17.2171,31.5216,42.2787,48.8698,-0.291078,0.958471,2.89011,9.63717,17.7091,23.6049,
-168.461,-118.275,297.193,152.807,22.4056,-3.10238,13.0106,-0.152068,0.042959,0.00752567,2.82346e-05,-0.152068,-0.0429326,-0.738939,0.603122,0.531755,0.603101,0.531739,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-3.66688,7.4012,16.0236,30.4816,41.4241,48.1509,-0.252729,0.738939,2.46994,8.88152,16.7004,22.4408,
-167.97,-119.152,298.283,151.717,22.4406,-3.12036,13.2242,-0.139019,0.0389309,0.00763817,2.40339e-05,-0.139019,-0.0389113,-0.580947,0.603119,0.536591,0.603099,0.536576,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-4.6762,6.40874,15.0625,29.6399,40.7291,47.5639,-0.199984,0.580947,2.1476,8.28298,15.8922,21.5037,
-167.201,-120.453,299.918,150.082,22.495,-3.01591,12.849,-0.126143,0.0335108,0.00776475,1.83309e-05,-0.126143,-0.0334983,-0.379739,0.602244,0.542624,0.602226,0.54261,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-6.19076,4.91195,13.6069,28.3534,39.6552,46.6473,-0.0845971,0.379739,1.69885,7.4158,14.7055,20.1197,
-166.599,-121.416,301.064,148.936,22.8775,-2.87221,12.3693,-0.120345,0.0312068,0.00783153,1.47022e-05,-0.120345,-0.0311967,-0.263115,0.601072,0.546023,0.601055,0.546009,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-7.32693,3.78285,12.5025,27.3603,38.8057,45.9047,0.0209328,0.263115,1.40805,6.82893,13.8912,19.1644,
-165.839,-122.576,302.511,147.489,22.4965,-2.88398,8.70343,-0.115416,0.0277849,0.00788772,1.04876e-05,-0.115416,-0.0277777,-0.15031,0.599006,0.549386,0.599033,0.549408,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-8.71081,2.40154,11.1473,26.1373,37.7575,44.9874,0.188853,0.15031,1.07461,6.11843,12.8893,17.9815,
-165.127,-123.611,303.769,146.231,22.3604,-2.68205,12.5633,-0.11325,0.025741,0.00791823,7.11293e-06,-0.11325,-0.0257353,-0.0807071,0.59673,0.551501,0.596715,0.55149,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-9.96029,1.14854,9.91248,25.0096,36.7756,44.1155,0.36316,0.0807071,0.812816,5.52638,12.0405,16.9728,
-164.469,-124.529,304.802,145.197,22.7764,-2.65852,13.8704,-0.11133,0.0256646,0.00793254,4.51205e-06,-0.11133,-0.025659,-0.0435013,0.594552,0.552698,0.594575,0.552717,-170.362,-164.422,-158.942,-146.632,-134.677,-126.496,-115.129,-124.521,-131.399,-141.329,-147.489,-150.849,-11.0822,0.0197636,8.79549,23.9752,35.8567,43.2844,0.526278,0.0435013,0.617416,5.05791,11.3588,16.1579,
-163.717,-125.537,305.97,144.03,22.8338,-2.7079,9.86886,-0.018793,-0.00314478,0.00919172,-1.25397e-05,-0.018793,0.00314477,-0.42148,0.354998,0.308542,0.355029,0.308566,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-1.23677,7.54883,22.8158,34.8233,42.3472,56.6448,0.0264776,0.42148,4.55179,10.6093,15.256,27.0399,
-162.946,-126.528,307.115,142.885,22.7374,-2.21947,8.44721,-0.049448,0.000207765,0.00910104,-1.46214e-05,-0.049448,-0.000207765,-0.254031,0.355166,0.312087,0.355196,0.312111,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-2.49137,6.30036,21.6469,33.7729,41.3882,55.9184,0.0346498,0.254031,4.07847,9.89485,14.3903,25.8862,
-162.086,-127.597,308.252,141.748,22.1915,-2.28939,9.88541,-0.0719036,0.00548789,0.00899539,-1.65177e-05,-0.0719036,-0.00548783,-0.115395,0.356121,0.31617,0.356149,0.316192,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-3.86162,4.93274,20.3521,32.5913,40.2943,55.0498,0.0705791,0.115395,3.63444,9.20896,13.5524,24.7575,
-161.291,-128.55,309.231,140.769,22.1732,-2.27232,15.4252,-0.0846673,0.0108362,0.00889419,-1.80311e-05,-0.0846673,-0.0108358,-0.0178099,0.357533,0.320105,0.357486,0.320067,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-5.10182,3.69203,19.1693,31.5018,39.2779,54.2226,0.123183,0.0178099,3.27302,8.63772,12.849,23.8005,
-160.392,-129.588,310.269,139.731,22.7122,-2.46483,15.575,-0.0910275,0.0171137,0.00877738,-1.95343e-05,-0.0910275,-0.017112,0.0636278,0.359596,0.324687,0.359622,0.324708,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-6.47118,2.31931,17.853,30.2807,38.1319,53.2725,0.201081,-0.0636278,2.91059,8.05093,12.1206,22.7995,
-159.553,-130.52,311.332,138.668,22.8256,-2.72343,10.3413,-0.092257,0.0205062,0.00866143,-2.09794e-05,-0.092257,-0.0205033,0.121528,0.362283,0.329795,0.36224,0.32976,-164.422,-158.942,-146.632,-134.677,-126.496,-108.562,-124.521,-131.399,-141.329,-147.489,-150.849,-155.499,-7.72088,1.06319,16.6494,29.1704,37.0956,52.4319,0.306242,-0.121528,2.56395,7.47281,11.3961,21.7922,
-158.607,-131.524,312.649,137.351,22.3612,-2.77029,9.34821,-0.157773,0.0414813,0.00757107,-1.12321e-05,-0.157773,-0.0414575,-2.16511,0.264956,0.241574,0.264939,0.241561,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-0.319132,15.3247,27.9552,35.9686,51.5397,62.14,-0.161363,2.16511,6.78484,10.5249,20.5657,28.9591,
-157.906,-132.238,313.607,136.393,22.2698,-2.99823,14.5725,-0.140072,0.0401894,0.00748915,-1.22526e-05,-0.140072,-0.0401678,-1.89382,0.262917,0.241644,0.262946,0.241667,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-1.3217,14.3588,27.0647,35.1395,50.8762,61.6152,-0.170994,1.89382,6.30191,9.90757,19.6869,27.902,
-156.919,-133.2,314.969,135.031,22.773,-2.96582,15.2085,-0.120437,0.037335,0.00737101,-1.35785e-05,-0.120437,-0.0373176,-1.53362,0.26106,0.242426,0.261103,0.24246,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-2.70368,13.0215,25.8286,33.9868,49.9516,60.8828,-0.157805,1.53362,5.63839,9.05106,18.4535,26.411,
-156.183,-133.887,316.01,133.99,22.8832,-2.97662,10.2643,-0.109497,0.0342023,0.00728142,-1.45061e-05,-0.109497,-0.034189,-1.27988,0.259943,0.243169,0.259985,0.243202,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-3.71256,12.0407,24.9203,33.1391,49.272,60.346,-0.125659,1.27988,5.15134,8.41528,17.5262,25.2838,
-155.153,-134.808,317.479,132.521,22.3901,-2.83645,9.33141,-0.0992108,0.0288354,0.00715662,-1.57118e-05,-0.0992108,-0.0288274,-0.953136,0.258641,0.244302,0.258681,0.244335,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-5.09646,10.6877,23.6623,31.9621,48.3233,59.5926,-0.0480357,0.953136,4.49311,7.54524,16.2395,23.7107,
-154.202,-135.621,318.722,131.278,22.2945,-2.57286,14.1965,-0.093631,0.025118,0.00704797,-1.66537e-05,-0.093631,-0.0251127,-0.704364,0.257782,0.245332,0.257716,0.245278,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-6.34758,9.45455,22.5029,30.8669,47.4129,58.8415,0.0457583,0.704364,3.96211,6.83352,15.1709,22.3959,
-152.939,-136.652,320.169,129.831,22.8253,-2.45058,15.14,-0.0889123,0.0227521,0.00691382,-1.76792e-05,-0.0889123,-0.0227481,-0.448738,0.257052,0.246607,0.256989,0.246554,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-7.97441,7.83931,20.9658,29.3996,46.1509,57.7583,0.189414,0.448738,3.37591,6.03518,13.952,20.8861,
-151.746,-137.582,321.46,128.54,22.8906,-2.35244,10.2043,-0.0859568,0.020967,0.0067921,-1.85439e-05,-0.0859568,-0.0209639,-0.256027,0.25664,0.247808,0.25658,0.247758,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-9.48056,6.33499,19.5241,28.0158,44.9412,56.702,0.353212,0.256027,2.88659,5.35508,12.8924,19.563,
-150.739,-138.336,322.505,127.495,22.7869,-2.25425,9.7713,-0.0842018,0.0196626,0.00669264,-1.92164e-05,-0.0842018,-0.01966,-0.125832,0.257159,0.249439,0.257156,0.249435,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-10.7302,5.08091,18.3158,26.851,43.911,55.7914,0.511255,0.125832,2.51557,4.82888,12.0564,18.5117,
-149.827,-138.997,323.443,126.557,22.3444,-2.18152,10.8466,-0.0829129,0.0182039,0.00660427,-1.98048e-05,-0.0829129,-0.0182019,-0.0297108,0.259918,0.252904,0.259915,0.2529,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-11.8475,3.95526,17.2275,25.7994,42.9754,54.9599,0.673899,0.0297108,2.20248,4.37577,11.3231,17.583,
-148.803,-139.714,324.401,125.599,22.2833,-2.07026,15.1111,-0.0816463,0.0177464,0.00650885,-2.03952e-05,-0.0816463,-0.0177445,0.0493307,0.262926,0.256576,0.262932,0.256583,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-13.0846,2.70517,16.0119,24.619,41.9089,53.9965,0.859214,-0.0493307,1.90104,3.93057,10.5895,16.6479,
-147.555,-140.557,325.5,124.5,22.4598,-2.06313,15.6648,-0.0792064,0.0178223,0.0063957,-2.10624e-05,-0.0792064,-0.0178204,0.113372,0.266602,0.260942,0.266599,0.260938,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-14.571,1.19838,14.54,23.1845,40.5988,52.8004,1.09775,-0.113372,1.5815,3.44563,9.77181,15.5974,
-146.602,-141.178,326.269,123.731,22.9495,-2.05739,14.0216,-0.0772799,0.0187025,0.00631149,-2.15261e-05,-0.0772799,-0.0187003,0.142099,0.269321,0.264097,0.269318,0.264093,-158.942,-146.632,-134.677,-126.496,-108.562,-95.2065,-131.399,-141.329,-147.489,-150.849,-155.499,-157.609,-15.6921,0.0596484,13.4229,22.0916,39.5892,51.8679,1.28057,-0.142099,1.37355,3.12149,9.21337,14.8747,
-145.098,-142.12,327.547,122.453,23.043,-2.12536,9.40612,-0.104218,0.0304188,0.00554921,-1.42518e-05,-0.104218,-0.0304094,-1.0614,0.211709,0.205898,0.211777,0.205956,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-1.71857,11.6751,20.3807,38.0099,50.4117,69.2387,-0.155829,1.0614,2.61557,8.31568,13.7017,23.8728,
-143.904,-142.833,328.634,121.366,22.5137,-2.30173,8.83566,-0.0892131,0.0270113,0.00545116,-1.45437e-05,-0.0892131,-0.0270047,-0.827487,0.211004,0.205933,0.210966,0.2059,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-3.11146,10.3029,19.0363,36.7704,49.2722,68.2887,-0.135557,0.827487,2.2163,7.58111,12.731,22.5433,
-142.594,-143.58,329.82,120.18,22.4266,-2.08963,13.8484,-0.0795416,0.022798,0.00534788,-1.48558e-05,-0.0795416,-0.0227941,-0.600642,0.210329,0.205987,0.210293,0.205955,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-4.62221,8.80922,17.5696,35.411,48.0167,67.2323,-0.084391,0.600642,1.80829,6.80468,11.6946,21.1109,
-141.155,-144.363,330.964,119.036,22.946,-1.96056,14.6424,-0.0728933,0.0203025,0.00524332,-1.51535e-05,-0.0728933,-0.0202998,-0.411117,0.209773,0.206056,0.209739,0.206025,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-6.26062,7.1818,15.9645,33.9021,46.6029,66.0027,-0.00565268,0.411117,1.44365,6.08288,10.7202,19.751,
-140.148,-144.89,331.802,118.198,22.6216,-1.88942,9.78724,-0.0696165,0.0175698,0.00517147,-1.53715e-05,-0.0696165,-0.017568,-0.295124,0.209424,0.206117,0.20939,0.206088,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-7.397,6.05008,14.8469,32.8504,45.6177,65.1474,0.0749466,0.295124,1.19913,5.57559,10.0267,18.7729,
-139.022,-145.461,332.632,117.368,22.5168,-1.72633,12.9998,-0.0675266,0.0160636,0.00509552,-1.55885e-05,-0.0675266,-0.0160622,-0.196447,0.209125,0.206188,0.209181,0.206238,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-8.65746,4.7914,13.6004,31.6654,44.4958,64.1501,0.171014,0.196447,0.972972,5.08828,9.35401,17.8165,
-137.889,-146.017,333.404,116.596,22.5329,-1.68835,13.9771,-0.0654548,0.0153371,0.00502193,-1.57925e-05,-0.0654548,-0.0153359,-0.121633,0.20889,0.206262,0.208859,0.206234,-146.632,-134.677,-126.496,-108.562,-95.2065,-73.8617,-141.329,-147.489,-150.849,-155.499,-157.609,-159.129,-9.91644,3.53154,12.3502,30.4691,43.3558,63.1224,0.277487,0.121633,0.779346,4.65077,8.74316,16.94,
