c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,delta_position,cost_1,cost_2,cost_3,cost_4,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-47.6444,102.285,216.05,233.95,25.5799,8.86269,0,-0.56637,-0.00413766,0.00115505,1.55598e-07,-0.56637,0.00413764,0.312952,0.0603563,0.0597008,0.0603481,0.0596933,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-5.50924,16.4024,38.6395,58.4515,79.0412,101.797,-0.512387,-0.312952,1.00756,3.14832,6.41961,11.1404,
-48.9777,101.531,211.529,238.471,24.2652,0.797465,0,-0.396085,0.0783929,0.00116505,3.95621e-07,-0.396085,-0.0782329,-1.03547,0.0608035,0.0593249,0.0608185,0.059338,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.98242,14.8453,36.9091,56.4908,76.7585,99.0713,-0.890576,1.03547,4.10476,7.80058,12.6847,19.1846,
-49.9215,100.994,210.662,239.338,19.6948,-2.04618,0,-0.273809,0.0961619,0.00117066,4.46189e-07,-0.273809,-0.0958671,-1.27964,0.0609004,0.0592192,0.0608916,0.0592116,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.05366,13.7424,35.7573,55.2808,75.4723,97.6843,-0.97634,1.27964,4.6823,8.67388,13.864,20.7007,
-50.7944,100.46,211.125,238.875,14.3126,-3.08345,41.3581,-0.188663,0.0904141,0.00116954,4.18967e-07,-0.188663,-0.090169,-1.16228,0.0608482,0.059277,0.0608633,0.0592901,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.08481,12.7288,34.7704,54.3255,74.5583,96.8247,-0.917626,1.16228,4.38706,8.22086,13.2478,19.9048,
-51.6425,99.9061,212.136,237.864,16.191,-3.42763,90.6484,-0.13117,0.0750166,0.00116598,3.61243e-07,-0.13117,-0.0748764,-0.920031,0.0607377,0.0593924,0.0607526,0.0594055,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.1121,11.7348,33.8299,53.4496,73.7679,96.1483,-0.774689,0.920031,3.75543,7.24362,11.9128,18.176,
-52.5514,99.2811,213.426,236.574,19.5463,-3.07671,72.3597,-0.0927886,0.0549696,0.00116232,2.9066e-07,-0.0927886,-0.0549143,-0.634584,0.0606036,0.059518,0.0605951,0.0595104,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.2298,10.6497,32.803,52.4963,72.9146,95.4304,-0.567734,0.634584,2.9717,6.01719,10.2276,15.9852,
-53.489,98.609,214.68,235.32,22.2443,-2.01737,41.4601,-0.0722817,0.0357212,0.00116002,2.24889e-07,-0.0722817,-0.035706,-0.382212,0.0604811,0.0596174,0.0604727,0.0596098,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-12.393,9.50757,31.7068,51.462,71.9675,94.6039,-0.341067,0.382212,2.23403,4.84788,8.61052,13.8741,
-54.4923,97.8707,215.688,234.312,23.0743,-1.22769,16.88,-0.0622716,0.0210059,0.00115919,1.73686e-07,-0.0622716,-0.0210028,-0.200556,0.0603884,0.0596813,0.0603801,0.0596737,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.6427,8.26725,30.4956,50.2937,70.8622,93.5877,-0.137378,0.200556,1.6616,3.92755,7.32892,12.1935,
-55.4118,97.1845,216.303,233.696,22.7961,-0.665681,9.60136,-0.0575935,0.0129168,0.00115918,1.43021e-07,-0.0575935,-0.0129161,-0.103088,0.0603343,0.0597134,0.0603485,0.0597266,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.7907,7.12158,29.3643,49.1857,69.7896,92.566,0.000634454,0.103088,1.32516,3.37821,6.55834,11.1784,
-56.2273,96.573,216.607,233.393,22.7147,-0.420255,12.3379,-0.0531373,0.009978,0.00115941,1.28044e-07,-0.0531373,-0.00997767,-0.0608222,0.0603083,0.0597274,0.0603002,0.0597198,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.8098,6.10275,28.3517,48.1836,68.8041,91.6047,0.0745489,0.0608222,1.16495,3.11288,6.18372,10.683,
-57.1434,95.8838,216.768,233.232,23.1117,-0.384679,13.0567,-0.0471709,0.00982779,0.00115975,1.20147e-07,-0.0471709,-0.00982747,-0.0399055,0.0602948,0.0597343,0.0603089,0.0597474,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.9559,4.95647,27.2084,47.0457,67.6747,90.4879,0.115184,0.0399055,1.08153,2.97375,5.98665,10.4218,
-58.3615,94.9621,216.994,233.006,23.054,-0.473633,9.33281,-0.0386962,0.00942446,0.00116016,1.09092e-07,-0.0386962,-0.00942418,-0.017131,0.060276,0.0597433,0.0602678,0.0597357,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.4828,3.42912,25.685,45.5296,66.1704,89.0009,0.178897,0.017131,0.970918,2.78482,5.71628,10.0614,
-59.3687,94.1934,217.199,232.801,22.9512,-0.499217,9.9021,-0.0327693,0.00879367,0.00116046,9.913e-08,-0.0327693,-0.00879345,-0.00153677,0.0602592,0.0597509,0.0602733,0.0597641,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-19.749,2.16219,24.4213,44.2723,64.9234,87.7693,0.241549,0.00153677,0.875842,2.61887,5.4766,9.74014,
-60.5679,93.2701,217.453,232.547,22.8735,-0.510682,10.8355,-0.0272531,0.00787007,0.00116076,8.68025e-08,-0.0272531,-0.00786991,0.0117899,0.0602386,0.0597596,0.0602305,0.0597519,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.2613,0.648612,22.9114,42.7699,63.4335,86.2981,0.32544,-0.0117899,0.763743,2.41868,5.18475,9.34688,
-61.5613,92.4985,217.676,232.324,22.7943,-0.503871,11.5344,-0.0281047,0.0157661,0.000806613,3.18166e-06,-0.0281047,-0.0157648,-0.670985,0.312408,0.307339,0.312343,0.307276,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.609238,21.6564,41.5212,62.1954,85.076,103.388,-0.0178963,0.670985,2.24862,4.93425,9.00736,13.7768,
-62.3528,91.8789,217.862,232.138,22.7767,-0.927536,12.2395,-0.0180125,0.0141477,0.000816809,3.16555e-06,-0.0180125,-0.0141467,-0.597588,0.311981,0.307081,0.311917,0.307019,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-1.61447,20.6533,40.5231,61.2059,84.0995,102.427,-0.0192376,0.597588,2.11093,4.72965,8.72869,13.4388,
-63.1404,91.2543,218.143,231.857,22.7816,-0.717521,12.3921,-0.0127825,0.0108682,0.000827238,3.14146e-06,-0.0127825,-0.0108678,-0.491262,0.311342,0.306691,0.311279,0.30663,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-2.61974,19.6508,39.5278,60.2232,83.1362,101.486,-0.0161553,0.491262,1.90696,4.42404,8.31056,12.9306,
-64.1215,90.468,218.468,231.532,22.8508,-0.654385,12.3454,-0.0102418,0.00727775,0.000840068,3.11419e-06,-0.0102418,-0.00727762,-0.374622,0.310618,0.306244,0.310653,0.306278,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-3.87704,18.396,38.2807,58.99,81.9247,100.301,-0.00655829,0.374622,1.67764,4.07737,7.83396,12.3499,
-65.2944,89.5182,218.816,231.184,22.8504,-0.459603,11.7161,-0.0114162,0.00374307,0.00085517,3.08556e-06,-0.0114162,-0.00374305,-0.258,0.309857,0.305769,0.309891,0.305802,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-5.38628,16.8887,36.7809,57.5044,80.4615,98.8646,0.0121789,0.258,1.44015,3.71399,7.33114,11.7353,
-66.1709,88.804,219.052,230.948,22.4367,-0.293886,11.7484,-0.0132325,0.00156762,0.000866297,3.06654e-06,-0.0132325,-0.00156762,-0.186107,0.309352,0.305449,0.309295,0.305394,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-6.51684,15.7589,35.6559,56.3886,79.3604,97.7814,0.0319054,0.186107,1.28643,3.47502,6.99771,11.3262,
-67.0476,88.0877,219.133,230.867,22.7886,-0.19899,15.6053,-0.0143456,0.00211661,0.000876928,3.06003e-06,-0.0143456,-0.0021166,-0.161332,0.309179,0.305339,0.309212,0.305371,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-7.64886,14.6271,34.5256,55.2614,78.2381,96.6653,0.0388062,0.161332,1.23336,3.39246,6.88249,11.1848,
-68.0239,87.288,219.233,230.767,22.9209,-0.283288,12.2729,-0.0144169,0.00260758,0.000888753,3.05213e-06,-0.0144169,-0.00260757,-0.134033,0.30897,0.305205,0.308916,0.305152,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-8.91081,13.3653,33.2657,54.0052,76.9879,95.4225,0.0501564,0.134033,1.17154,3.29466,6.74481,11.0151,
-68.901,86.5665,219.384,230.616,22.5635,-0.281133,11.0918,-0.0144837,0.00199199,0.000899492,3.04019e-06,-0.0144837,-0.00199198,-0.097575,0.308653,0.305001,0.3086,0.30495,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-10.0464,12.2299,32.1329,52.8779,75.8697,94.3155,0.0725966,0.097575,1.08246,3.15074,6.54011,10.7617,
-69.8738,85.763,219.499,230.501,22.515,-0.237565,14.4338,-0.0143783,0.00227623,0.000911234,3.03123e-06,-0.0143783,-0.00227622,-0.071848,0.308415,0.304848,0.308444,0.304876,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-11.308,10.9683,30.8733,51.6224,74.621,93.0751,0.0914,0.071848,1.01695,3.04375,6.38716,10.5718,
-70.653,85.1173,219.585,230.415,22.5855,-0.287328,14.8285,-0.01375,0.00262835,0.000920599,3.02455e-06,-0.01375,-0.00262834,-0.0543259,0.308237,0.304733,0.308266,0.304761,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-12.3197,9.9565,29.8628,50.615,73.6185,92.079,0.107315,0.0543259,0.969547,2.9652,6.27408,10.431,
-71.6294,84.305,219.707,230.293,22.751,-0.300327,14.1645,-0.0128439,0.00284249,0.000932329,3.01509e-06,-0.0128439,-0.00284248,-0.0318707,0.307986,0.304569,0.308014,0.304596,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-13.5896,8.6865,28.5947,49.3511,72.3617,90.831,0.132508,0.0318707,0.90451,2.85577,6.11544,10.2329,
-72.706,83.4048,219.803,230.197,23.1746,-0.327107,12.6315,-0.0117942,0.00380868,0.000945161,3.00776e-06,-0.0117942,-0.00380867,-0.0149684,0.307792,0.304442,0.307819,0.304468,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-14.9928,7.28311,27.1928,47.9524,70.9683,89.4445,0.152784,0.0149684,0.854379,2.771,5.99226,10.0789,
-73.5853,82.6658,219.972,230.028,22.8296,-0.404345,8.70733,-0.011058,0.00303517,0.000955743,2.99487e-06,-0.011058,-0.00303516,0.00800243,0.30745,0.304216,0.307406,0.304173,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-16.1408,6.13456,26.0466,46.8118,69.8372,88.3254,0.195705,-0.00800243,0.772512,2.62772,5.78088,9.81284,
-74.5572,81.8441,220.133,229.867,22.6702,-0.320128,11.9771,-0.0110937,0.00268047,0.000967361,2.98278e-06,-0.0110937,-0.00268047,0.0270288,0.30713,0.304004,0.307155,0.304028,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-17.4129,4.86178,24.776,45.5462,68.5804,87.0798,0.239138,-0.0270288,0.697649,2.49462,5.58321,9.56331,
-75.6224,80.9387,220.254,229.746,23.0248,-0.341746,13.4075,-0.0110958,0.00329954,0.000979985,2.97378e-06,-0.0110958,-0.00329953,0.0399262,0.306892,0.303844,0.306915,0.303868,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-18.8104,3.46373,23.3794,44.1534,67.194,85.7017,0.273128,-0.0399262,0.642831,2.39608,5.43617,9.37732,
-76.396,80.278,220.371,229.629,23.0645,-0.383234,10.0851,-0.011131,0.00325682,0.000989158,2.96509e-06,-0.011131,-0.00325681,0.0493071,0.306662,0.30369,0.306622,0.303651,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-19.8271,2.44629,22.3633,43.1409,66.1877,84.7034,0.309364,-0.0493071,0.592662,2.30336,5.29626,9.1995,
-77.2623,79.5344,220.555,229.445,22.6294,-0.362369,9.76706,-0.0115779,0.00230973,0.000999444,2.95155e-06,-0.0115779,-0.00230972,0.0589113,0.306303,0.303448,0.306265,0.30341,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-20.9677,1.30443,21.2234,42.0064,65.0627,83.5909,0.3715,-0.0589113,0.518901,2.16266,5.08132,8.9249,
-78.1253,78.7898,220.653,229.347,22.9529,-0.300559,13.8219,-0.0122904,0.0029077,0.00100959,2.94449e-06,-0.0122904,-0.00290769,0.0638107,0.306117,0.303321,0.306138,0.303342,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-22.1069,0.164523,20.0845,40.8702,63.9314,82.4661,0.404329,-0.0638107,0.480258,2.08881,4.9684,8.78059,
-78.9862,78.0442,220.822,229.178,22.6414,-0.374518,10.7485,-0.056885,0.00465642,0.00104137,2.24975e-06,-0.056885,-0.00465639,-0.419479,0.326135,0.320544,0.326113,0.320523,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-0.974507,18.9469,39.7373,62.807,81.3529,98.2254,-0.0657241,0.419479,1.96661,4.77804,8.53544,12.5459,
-79.7503,77.3796,220.932,229.068,22.5927,0.0789221,13.8389,-0.0545527,0.00483916,0.00104849,2.24022e-06,-0.0545527,-0.00483912,-0.38145,0.326034,0.320555,0.326071,0.32059,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-1.98736,17.935,38.7283,61.8033,80.3564,97.2366,-0.0653445,0.38145,1.88849,4.65544,8.37708,12.355,
-80.708,76.5486,220.948,229.052,22.6819,-0.200023,14.206,-0.0470779,0.00722804,0.00105705,2.23885e-06,-0.0470779,-0.00722792,-0.376433,0.32602,0.320556,0.326055,0.32059,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-3.25528,16.6672,37.4609,60.5367,79.0909,95.9722,-0.0647827,0.376433,1.87765,4.63814,8.35458,12.3278,
-81.9566,75.4608,221.006,228.994,23.1551,-0.331638,13.3295,-0.0355481,0.00973137,0.00106828,2.23386e-06,-0.0355481,-0.00973106,-0.357871,0.325968,0.320562,0.325949,0.320544,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-4.91135,15.0116,35.8068,58.8854,77.4433,94.3286,-0.0631433,0.357871,1.838,4.57509,8.27272,12.2288,
-83.0112,74.5357,221.201,228.799,22.8153,-0.600457,8.88413,-0.0260126,0.00934026,0.00107801,2.21728e-06,-0.0260126,-0.00933998,-0.305465,0.325795,0.320581,0.325777,0.320564,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-6.31441,13.6098,34.41,57.4977,76.0681,92.9667,-0.0478891,0.305465,1.71497,4.37366,8.00825,11.907,
-83.8699,73.7751,221.36,228.64,23.0497,-0.550212,12.0922,-0.0205048,0.00903947,0.00108589,2.20384e-06,-0.0205048,-0.00903922,-0.264235,0.325657,0.320597,0.32564,0.32058,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-7.46165,12.4635,33.2675,56.3625,74.9429,91.8523,-0.0337481,0.264235,1.61593,4.21045,7.79342,11.6452,
-84.8174,72.9286,221.599,228.401,23.0625,-0.624711,9.84727,-0.0166038,0.00764005,0.00109462,2.18389e-06,-0.0166038,-0.0076399,-0.208329,0.325455,0.32062,0.325483,0.320647,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-8.73225,11.1939,32.0034,55.109,73.7042,90.6295,-0.00666305,0.208329,1.47336,3.97168,7.47722,11.2585,
-85.6634,72.1658,221.885,228.115,22.5715,-0.534912,9.76428,-0.0152693,0.00515058,0.00110248,2.1603e-06,-0.0152693,-0.00515053,-0.149454,0.32522,0.320648,0.325204,0.320633,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-9.8713,10.0557,30.8712,53.989,72.6015,89.5454,0.0338551,0.149454,1.31067,3.69371,7.10645,10.8033,
-86.5052,71.4013,222.057,227.943,22.8749,-0.418684,14.3423,-0.0151574,0.00466178,0.00111008,2.14626e-06,-0.0151574,-0.00466175,-0.115542,0.325082,0.320665,0.325068,0.320651,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-11.0083,8.91898,29.7379,52.8628,71.4853,88.4403,0.0597846,0.115542,1.21425,3.52785,6.88469,10.5306,
-87.345,70.6349,222.274,227.726,22.5878,-0.448785,11.4522,-0.0150172,0.0033951,0.00111766,2.12867e-06,-0.0150172,-0.00339508,-0.0794451,0.324913,0.320686,0.324899,0.320673,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-12.1449,7.78247,28.6054,51.7389,70.3741,87.3428,0.099372,0.0794451,1.09907,3.32483,6.61091,10.1924,
-88.184,69.8644,222.4,227.6,22.9598,-0.343368,14.1756,-0.0154282,0.00374855,0.00112508,2.11856e-06,-0.0154282,-0.00374853,-0.0591251,0.324817,0.320698,0.324839,0.320719,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-13.2838,6.64348,27.4686,50.6069,69.2493,86.2259,0.122912,0.0591251,1.03292,3.20775,6.45281,9.99697,
-89.0211,69.0924,222.6,227.4,22.6263,-0.424959,10.6701,-0.0154221,0.00283448,0.00113252,2.10268e-06,-0.0154221,-0.00283447,-0.0342698,0.324668,0.320717,0.324656,0.320706,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-14.422,5.50489,26.3333,49.479,68.1326,85.1214,0.167503,0.0342698,0.935483,3.02966,6.20974,9.69471,
-89.7635,68.4039,222.735,227.265,22.5749,-0.316139,13.833,-0.0157266,0.00278385,0.00113903,2.09205e-06,-0.0157266,-0.00278384,-0.0194062,0.32457,0.32073,0.324589,0.320748,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-15.4341,4.49245,25.3229,48.4735,67.1345,84.1315,0.199487,0.0194062,0.871649,2.91141,6.04762,9.49265,
-90.5991,67.626,222.827,227.172,23.0245,-0.36745,14.2588,-0.015411,0.00377537,0.00114627,2.08478e-06,-0.015411,-0.00377535,-0.00965812,0.324503,0.320739,0.324521,0.320756,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-16.5754,3.35084,24.1826,47.3365,66.0026,83.0051,0.22198,0.00965812,0.828196,2.8305,5.93651,9.35403,
-91.3418,66.9313,222.953,227.047,23.091,-0.424502,10.065,-0.0150081,0.0039194,0.00115271,2.07496e-06,-0.0150081,-0.00391938,5.77079e-05,0.324414,0.320751,0.324405,0.320742,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-17.5919,2.33385,23.1674,46.3256,64.9985,82.0084,0.256001,-5.77079e-05,0.772753,2.72422,5.78926,9.16945,
-92.3577,65.975,223.189,226.811,22.6026,-0.413433,9.50865,-0.0150358,0.00302863,0.00116152,2.05668e-06,-0.0150358,-0.00302862,0.0116171,0.324252,0.320773,0.324243,0.320765,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-18.9859,0.938615,21.7752,44.9413,63.6265,80.6503,0.326573,-0.0116171,0.675311,2.53131,5.51935,8.8294,
-93.0918,65.2797,223.332,226.668,22.5167,-0.353994,14.0632,-0.00347667,0.00244385,0.00115667,2.26661e-06,-0.00347667,-0.00244385,-0.6192,0.347859,0.343788,0.347883,0.343811,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-0.0725129,20.7657,43.9363,62.629,79.6609,104.219,-0.0159061,0.6192,2.41758,5.35914,8.62684,15.3855,
-94.0082,64.4078,223.49,226.51,22.625,-0.484172,14.7568,-0.00388475,0.00261166,0.00116579,2.25044e-06,-0.00388475,-0.00261166,-0.56004,0.347741,0.343806,0.347698,0.343766,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-1.33742,19.5024,42.6779,61.3787,78.4196,102.996,-0.017571,0.56004,2.29448,5.18446,8.40515,15.096,
