c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-43.2664,106.312,221.528,228.472,7.07553,0.876432,21.4421,0.242268,-0.121725,0.00136501,-1.35638e-06,0.242268,0.12113,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-12.9864,0.414938,22.2455,44.5071,64.4331,85.2409,2.08546,0.128637,-1.76469,-2.57314,-2.33357,-1.04287,
-43.6119,106.013,221.381,228.619,7.804,2.99444,13.7823,0.132272,-0.11024,0.00117343,-9.91101e-08,0.132272,0.109797,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-0.0429247,21.7925,44.0561,63.9813,84.7858,107.882,0.133108,-1.70398,-2.45508,-2.16418,-0.819881,1.76644,
-44.0613,105.644,220.721,229.279,8.14343,6.28748,1.88045,0.0893956,-0.0972453,0.00116915,-6.82284e-08,0.0893956,0.0969405,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-0.625131,21.2299,43.5008,63.4213,84.209,107.274,0.146751,-1.43892,-1.93374,-1.41355,0.170098,3.02205,
-44.4566,105.348,219.668,230.332,8.03038,5.49367,0,0.075028,-0.0775708,0.0011635,-1.87662e-08,0.075028,0.0774158,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-1.12108,20.7594,43.0356,62.9432,83.6982,106.707,0.159571,-1.02415,-1.10958,-0.223356,1.74208,5.01745,
-44.9171,105.01,218.635,231.365,7.81105,4.01692,0.0386934,0.0649971,-0.0581272,0.00115921,3.01282e-08,0.0649971,0.0580619,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-1.69452,20.2038,42.4779,62.3663,83.0825,106.028,0.162951,-0.626075,-0.309853,0.935167,3.27449,6.96418,
-45.2637,104.757,218.037,231.963,7.66007,2.59216,2.15322,0.059037,-0.0466584,0.00115732,5.8707e-08,0.059037,0.0466246,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-2.12502,19.7803,42.0499,61.9242,82.6149,105.521,0.159546,-0.400735,0.148096,1.60076,4.15631,8.08544,
-45.5709,104.531,217.671,232.329,7.59992,1.91196,3.57206,0.0527233,-0.0393911,0.0011564,7.62607e-08,0.0527233,0.0393708,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-2.50714,19.4013,41.6669,61.5316,82.2056,105.086,0.154888,-0.265802,0.424918,2.00419,4.69153,8.76653,
-45.9101,104.281,217.383,232.617,7.58766,1.51731,4.12167,0.0453798,-0.0333811,0.00115584,9.01802e-08,0.0453798,0.0333687,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-2.92957,18.9808,41.2426,61.0991,81.7593,104.619,0.14923,-0.161321,0.64132,2.32043,5.11167,9.30163,
-46.2155,104.055,217.179,232.821,7.59254,1.23371,4.21891,0.039155,-0.0289396,0.00115553,1.00079e-07,0.039155,0.0289316,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-3.30956,18.6017,40.8606,60.711,81.3611,104.205,0.143728,-0.0888203,0.793067,2.54286,5.40763,9.67894,
-46.5552,103.805,216.997,233.003,7.60062,1.05795,4.16071,0.0328515,-0.0247772,0.00115534,1.08962e-07,0.0328515,0.0247722,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-3.73206,18.1799,40.4358,60.2805,80.9214,103.752,0.137553,-0.0252294,0.927526,2.74051,5.67101,10.015,
-46.8273,103.605,216.873,233.127,7.60498,0.88616,4.07643,0.0284047,-0.0218358,0.00115526,1.15003e-07,0.0284047,0.0218324,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.07024,17.842,40.0958,59.9365,80.571,103.392,0.132559,0.0170852,1.01789,2.87371,5.84877,10.2421,
-47.2019,103.329,216.728,233.272,7.6079,0.77931,4.03132,0.0230517,-0.0182252,0.00115523,1.22114e-07,0.0230517,0.0182232,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.53544,17.377,39.6282,59.4642,80.0911,102.901,0.12561,0.0656841,1.1229,3.02901,6.05637,10.5075,
-47.5429,103.08,216.612,233.388,7.60877,0.610481,4.00073,0.019228,-0.0152237,0.00115525,1.27807e-07,0.019228,0.0152225,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.95832,16.9542,39.2032,59.0353,79.656,102.457,0.119247,0.103672,1.20592,3.15218,6.22128,10.7186,
-47.9179,102.805,216.514,233.486,7.60842,0.466851,3.9916,0.0155221,-0.0124297,0.00115533,1.32652e-07,0.0155221,0.012429,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-5.4235,16.489,38.7361,58.5648,79.1802,101.973,0.113046,0.135139,1.27563,3.25598,6.36052,10.897,
-48.2931,102.53,216.437,233.563,7.60776,0.335524,3.99375,0.0124089,-0.0100249,0.00115545,1.36407e-07,0.0124089,0.0100246,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-5.88858,16.0239,38.2694,58.0955,78.7068,101.494,0.10763,0.158866,1.32895,3.33566,6.46762,11.0344,
-48.5999,102.305,216.392,233.608,7.60735,0.221435,3.99916,0.0101624,-0.00835661,0.00115558,1.38637e-07,0.0101624,0.00835641,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.26904,15.6434,37.888,57.7125,78.3213,101.105,0.104083,0.172608,1.36024,3.3826,6.53082,11.1156,
-48.8725,102.105,216.365,233.635,7.60713,0.153467,4.0025,0.00824029,-0.00710197,0.0011557,1.39976e-07,0.00824029,0.00710185,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.60723,15.3051,37.5492,57.3727,77.98,100.761,0.101729,0.180618,1.37877,3.41051,6.56848,11.164,
-49.2474,101.83,216.339,233.661,7.60695,0.107298,4.00437,0.00607813,-0.00557637,0.00115588,1.41252e-07,0.00607813,0.00557631,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-7.07211,14.8402,37.0838,56.9063,77.5122,100.292,0.0994281,0.1882,1.39638,3.43706,6.60433,11.2102,
-49.6222,101.555,216.322,233.678,7.60686,0.0316843,4.00605,0.00422433,-0.00420146,0.00115607,1.42102e-07,0.00422433,0.00420143,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-7.53706,14.3753,36.6184,56.4404,77.0453,99.8233,0.0976555,0.193001,1.40786,3.45448,6.62793,11.2406,
-49.9287,101.33,216.317,233.683,7.60684,-0.030061,4.00704,0.00298997,-0.00323909,0.00115623,1.42337e-07,0.00298997,0.00323907,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-7.91736,13.9949,36.238,56.0598,76.6645,99.4421,0.0971946,0.194359,1.41106,3.45933,6.63449,11.249,
-50.2692,101.08,216.321,233.679,7.60685,-0.0733828,4.00739,0.00170195,-0.00233173,0.00115641,1.42139e-07,0.00170195,0.00233172,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.33997,13.5723,35.8155,55.6374,76.2423,99.0202,0.0976528,0.193283,1.40843,3.45531,6.62902,11.242,
-50.5414,100.879,216.33,233.67,7.60687,-0.113282,4.00758,0.000839293,-0.00169684,0.00115656,1.41723e-07,0.000839293,0.00169683,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.67801,13.2343,35.4776,55.2999,75.9052,98.6838,0.098722,0.191131,1.40301,3.44698,6.61766,11.2273,
-50.8476,100.654,216.344,233.656,7.6069,-0.139939,4.00763,-8.86095e-05,-0.00106998,0.00115673,1.41006e-07,-8.86095e-05,0.00106998,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.05835,12.854,35.0976,54.9204,75.5266,98.3063,0.100564,0.18743,1.39368,3.43263,6.5981,11.202,
-51.2556,100.353,216.369,233.631,7.60693,-0.166816,4.00769,-0.0011406,-0.000327659,0.00115694,1.39786e-07,-0.0011406,0.000327659,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.56545,12.3469,34.5911,54.4147,75.0222,97.804,0.103881,0.181302,1.37796,3.40837,6.56496,11.159,
-51.5954,100.101,216.394,233.606,7.60697,-0.202259,4.00772,-0.00182365,0.000216235,0.00115712,1.38558e-07,-0.00182365,-0.000216235,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.988,11.9244,34.1691,53.9936,74.6025,97.3862,0.107465,0.175376,1.36238,3.38419,6.53183,11.116,
-51.935,99.8498,216.423,233.577,7.607,-0.227258,4.0076,-0.00245365,0.000677318,0.0011573,1.37096e-07,-0.00245365,-0.000677318,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.4106,11.5019,33.7472,53.5727,74.1832,96.9693,0.11192,0.168502,1.34401,3.35557,6.49256,11.0649,
-52.2066,99.6484,216.45,233.55,7.60702,-0.247732,4.00754,-0.00289728,0.000995889,0.00115744,1.35785e-07,-0.00289728,-0.000995888,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.7486,11.1639,33.4097,53.2362,73.8481,96.6363,0.116103,0.162518,1.3277,3.33006,6.45749,11.0193,
-52.5459,99.3964,216.487,233.513,7.60705,-0.260494,4.00755,-0.00340324,0.00133621,0.00115762,1.33984e-07,-0.00340324,-0.00133621,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.1711,10.7414,32.9879,52.8157,73.4296,96.2208,0.122097,0.154532,1.30552,3.29523,6.40951,10.9568,
-52.8171,99.1946,216.517,233.483,7.60707,-0.275548,4.00759,-0.00375158,0.00158198,0.00115775,1.32468e-07,-0.00375158,-0.00158198,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.5092,10.4034,32.6505,52.4794,73.095,95.8885,0.127346,0.148014,1.28706,3.26612,6.36932,10.9043,
-53.1222,98.9674,216.554,233.446,7.60709,-0.285358,4.00757,-0.00409541,0.00182672,0.0011579,1.30675e-07,-0.00409541,-0.00182672,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.8894,10.0231,32.271,52.1011,72.7187,95.5151,0.133795,0.140527,1.26542,3.23187,6.32196,10.8425,
-53.427,98.7399,216.592,233.408,7.60711,-0.296904,4.00752,-0.00439624,0.00204656,0.00115805,1.28812e-07,-0.00439624,-0.00204656,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-12.2697,9.64283,31.8915,51.7228,72.3425,95.1419,0.140743,0.132991,1.24318,3.19652,6.27298,10.7784,
-53.6978,98.5375,216.627,233.373,7.60713,-0.306781,4.00744,-0.0046344,0.00221863,0.00115818,1.27091e-07,-0.0046344,-0.00221863,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-12.6077,9.30482,31.5541,51.3867,72.0082,94.8104,0.147385,0.126244,1.22284,3.16406,6.22793,10.7194,
-54.0023,98.3096,216.667,233.333,7.60715,-0.314127,4.00739,-0.0048684,0.00238871,0.00115832,1.25091e-07,-0.0048684,-0.00238871,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-12.9879,8.92455,31.1746,51.0086,71.6323,94.4376,0.155375,0.118654,1.19943,3.12655,6.17575,10.6511,
-54.3067,98.0815,216.709,233.291,7.60717,-0.322219,4.00734,-0.00506727,0.0025409,0.00115846,1.23041e-07,-0.00506727,-0.00254089,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.3682,8.54427,30.7951,50.6305,71.2564,94.065,0.163846,0.111151,1.17571,3.08837,6.12254,10.5812,
-54.6108,97.8531,216.752,233.248,7.60718,-0.329462,4.00727,-0.00523697,0.00267518,0.0011586,1.20943e-07,-0.00523697,-0.00267517,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.7484,8.164,30.4157,50.2524,70.8806,93.6925,0.172813,0.10375,1.15168,3.04953,6.06829,10.5099,
-54.9148,97.6244,216.796,233.204,7.6072,-0.336087,4.00718,-0.00540146,0.00279058,0.00115873,1.18793e-07,-0.00540146,-0.00279057,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.1286,7.78372,30.0362,49.8744,70.5049,93.3202,0.182287,0.0964388,1.12733,3.00998,6.01293,10.4371,
-55.2185,97.3955,216.841,233.159,7.6072,-0.340811,4.00718,-0.00554469,0.00289209,0.00115886,1.16606e-07,-0.00554469,-0.00289208,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.5088,7.40343,29.6567,49.4964,70.1292,92.9479,0.192233,0.0892928,1.10283,2.97,5.95686,10.3632,
-55.5895,97.1154,216.896,233.104,7.60731,-0.345383,4.00719,-0.00568683,0.00300563,0.00115902,1.13905e-07,-0.00568683,-0.00300562,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.9735,6.93863,29.1928,49.0343,69.67,92.493,0.204932,0.0808681,1.07295,2.921,5.88797,10.2723,
-55.9266,96.8604,216.947,233.053,7.60731,-0.351549,4.00625,-0.00578748,0.00309734,0.00115916,1.1142e-07,-0.00578748,-0.00309733,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.396,6.51607,28.7712,48.6143,69.2526,92.0794,0.217026,0.073505,1.04582,2.87625,5.8249,10.189,
-56.196,96.6561,216.988,233.012,7.60729,-0.356395,4.00627,-0.00586949,0.0031582,0.00115926,1.09398e-07,-0.00586949,-0.00315819,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.7339,6.17802,28.4338,48.2782,68.9187,91.7487,0.227141,0.0677774,1.024,2.84008,5.77381,10.1214,
-56.499,96.4261,217.035,232.965,7.60726,-0.358684,4.00653,-0.00595274,0.00321511,0.00115938,1.07093e-07,-0.00595274,-0.0032151,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.1141,5.79772,28.0543,47.9002,68.543,91.3767,0.238984,0.0615431,0.999409,2.79912,5.71581,10.0446,
-56.8017,96.1959,217.083,232.917,7.60725,-0.361238,4.00681,-0.00602248,0.00326613,0.0011595,1.04773e-07,-0.00602248,-0.00326611,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.4942,5.4174,27.6747,47.5221,68.1674,91.0046,0.251232,0.0555818,0.974952,2.75817,5.65771,9.96749,
-57.0707,95.991,217.126,232.874,7.60724,-0.363594,4.00697,-0.00608505,0.00330621,0.0011596,1.02698e-07,-0.00608505,-0.0033062,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.8322,5.07934,27.3374,47.1861,67.8335,90.6739,0.262456,0.0505043,0.953315,2.72176,5.60594,9.89873,
-57.3394,95.7859,217.168,232.831,7.60724,-0.364986,4.00706,-0.00613855,0.00334235,0.00115969,1.00614e-07,-0.00613855,-0.00334234,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-17.17,4.74129,27,46.85,67.4996,90.3432,0.273996,0.0456548,0.931816,2.68542,5.55415,9.82985,
-57.6416,95.5549,217.217,232.783,7.60732,-0.366605,4.00709,-0.00618227,0.00337761,0.0011598,9.82548e-08,-0.00618227,-0.0033776,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-17.5502,4.36096,26.6204,46.4719,67.1239,89.9711,0.28738,0.0404792,0.907787,2.64457,5.49582,9.75217,
-57.9101,95.3493,217.26,232.74,7.60732,-0.368493,4.00634,-0.00623023,0.00340892,0.00115989,9.61595e-08,-0.00623023,-0.0034089,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-17.8881,4.02289,26.283,46.1358,66.7899,89.6403,0.299528,0.0361282,0.886675,2.60851,5.4442,9.68335,
-58.2454,95.0921,217.314,232.686,7.6073,-0.369609,4.00641,-0.00627682,0.00344338,0.00116001,9.35295e-08,-0.00627682,-0.00344336,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.3104,3.60029,25.8612,45.7156,66.3724,89.2268,0.315156,0.0310289,0.860517,2.56357,5.37972,9.59725,
-58.547,94.8603,217.363,232.637,7.60728,-0.371426,4.00666,-0.00630562,0.00347188,0.0011601,9.11573e-08,-0.00630562,-0.00347187,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.6905,3.21995,25.4815,45.3374,65.9966,88.8546,0.329612,0.0267736,0.83725,2.52335,5.32186,9.51987,
-58.9154,94.5767,217.423,232.577,7.60727,-0.37309,4.00682,-0.00633883,0.00350058,0.00116022,8.82435e-08,-0.00633883,-0.00350056,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-19.155,2.75509,25.0175,44.8751,65.5373,88.3997,0.347828,0.0219839,0.809086,2.47434,5.25115,9.42516,
-59.2834,94.2927,217.484,232.516,7.60726,-0.374632,4.00694,-0.00636866,0.00352437,0.00116033,8.53187e-08,-0.00636866,-0.00352435,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-19.6195,2.29023,24.5535,44.4129,65.0779,87.9447,0.36662,0.0176608,0.781275,2.42558,5.18059,9.33048,
-59.6177,94.0342,217.539,232.461,7.60726,-0.375758,4.00701,-0.0063841,0.00354319,0.00116043,8.26543e-08,-0.0063841,-0.00354318,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.0418,1.86763,24.1316,43.9925,64.6602,87.531,0.384189,0.0141529,0.75635,2.38154,5.11668,9.24456,
-59.9184,93.8012,217.589,232.411,7.60726,-0.377052,4.007,-0.00640157,0.00355601,0.00116051,8.02468e-08,-0.00640157,-0.00355599,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.4218,1.48728,23.7519,43.6142,64.2843,87.1586,0.400424,0.0113267,0.734154,2.34207,5.05922,9.16721,
-60.2189,93.568,217.639,232.361,7.60726,-0.377456,4.007,-0.00641124,0.00356689,0.00116059,7.78357e-08,-0.00641124,-0.00356688,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.8018,1.10692,23.3721,43.2359,63.9083,86.7862,0.417034,0.00883211,0.712244,2.30284,5.00197,9.09,
-60.5191,93.3345,217.689,232.311,7.60726,-0.378255,4.00698,-0.0064271,0.00357684,0.00116067,7.54237e-08,-0.0064271,-0.00357682,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.1818,0.726563,22.9924,42.8575,63.5323,86.4138,0.433986,0.00665809,0.690632,2.26389,4.94496,9.01303,
-60.7858,93.1267,217.733,232.267,7.60726,-0.378532,4.00698,-0.00644555,0.00358372,0.00116074,7.32758e-08,-0.00644555,-0.00358371,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.5195,0.388469,22.6548,42.5212,63.198,86.0827,0.449369,0.00499607,0.671647,2.22944,4.89444,8.9447,
-61.0524,92.9187,217.778,232.222,7.60726,-0.378474,4.00704,-0.0064626,0.00358966,0.00116081,7.11267e-08,-0.0064626,-0.00358964,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.8573,0.0503713,22.3172,42.1848,62.8637,85.7515,0.465035,0.00359609,0.652902,2.19522,4.84411,8.87654,
-61.3188,92.7105,217.823,232.177,7.60727,-0.378467,4.00703,-0.0134547,0.0126798,0.000804068,3.16892e-06,-0.0134547,-0.0126791,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.287725,21.9796,41.8484,62.5294,85.4203,103.744,0.00246676,0.634426,2.16127,4.79405,8.80865,13.5312,
-61.585,92.502,217.871,232.129,7.60701,-1.07935,4.00277,-0.0105267,0.0123767,0.000807454,3.16474e-06,-0.0105267,-0.0123761,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.625813,21.6421,41.5121,62.1953,85.0896,103.418,0.00154265,0.614708,2.12478,4.7401,8.73538,13.4425,
-61.8827,92.2654,218.002,231.998,7.60656,-0.955128,4.0061,-0.00969252,0.0107003,0.000811523,3.1535e-06,-0.00969252,-0.0106999,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-1.00613,21.2631,41.1365,61.8256,84.729,103.068,-0.000150959,0.562198,2.02692,4.59504,8.53806,13.2034,
-62.18,92.0282,218.129,231.871,7.60665,-0.826385,4.012,-0.00941954,0.00909375,0.000815564,3.14268e-06,-0.00941954,-0.0090935,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-1.38644,20.884,40.7606,61.4553,84.3674,102.716,-0.000988835,0.51201,1.93269,4.45495,8.34722,12.9719,
