c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,delta_position,cost_1,cost_2,cost_3,cost_4,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-40.62,108.73,213.922,236.078,1.40981,0,0,0.744287,0.0021447,0.00135139,-9.85155e-07,0.744287,-0.0021447,-0.711665,1.44329e-15,0.196598,0.000144644,0.196547,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60304,3.9394,25.8285,48.0013,67.7202,88.1742,0.87754,0.711665,1.72438,3.86947,6.74423,10.7776,
-40.62,108.73,213.922,236.078,9.86845,-9.36329,100,0.744292,0.00214473,0.00135139,-9.85155e-07,0.744292,-0.00214472,-0.711671,-3.33067e-16,0.196598,0.000144644,0.196547,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60305,3.93939,25.8285,48.0013,67.7202,88.1742,0.877545,0.711671,1.72438,3.86948,6.74423,10.7776,
-40.6556,108.701,214.05,235.95,3.02284,-9.36329,100,0.740344,3.82593e-05,0.00135115,-9.90967e-07,0.740344,-3.82593e-05,-0.698943,4.66294e-15,0.196639,-8.33773e-05,0.196669,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.64665,3.89539,25.7867,47.9642,67.6895,88.1524,0.894962,0.698943,1.66293,3.75866,6.58952,10.5773,
-40.7717,108.605,214.54,235.46,3.17571,-9.36329,100,0.72611,-0.00812767,0.00135046,-1.01337e-06,0.72611,0.00812749,-0.652527,3.9968e-15,0.196798,0.000143632,0.196747,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.78864,3.75123,25.65,47.8446,67.5934,88.0897,0.964417,0.652527,1.42915,3.33504,5.997,9.80959,
-40.9513,108.454,215.318,234.682,5.18756,-9.36329,100,0.701597,-0.0210955,0.00134992,-1.04915e-06,0.701597,0.0210923,-0.581822,-2.77556e-15,0.197057,-8.22335e-05,0.197087,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.0087,3.5257,25.433,47.6514,67.4345,87.9807,1.07748,0.581822,1.06111,2.66554,5.05918,8.59318,
-41.2629,108.182,216.661,233.339,8.20878,-9.36329,100,0.651762,-0.0434828,0.00135057,-1.11186e-06,0.651762,0.0434554,-0.466686,9.99201e-16,0.197529,-8.1059e-05,0.197558,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.3933,3.12576,25.0383,47.2882,67.122,87.7453,1.27943,0.466686,0.432383,1.51562,3.44493,6.4964,
-41.7718,107.709,218.918,231.082,12.391,-9.36329,100,0.548684,-0.0812138,0.00135624,-1.22115e-06,0.548684,0.081036,-0.295183,8.32667e-16,0.198385,-7.91969e-05,0.198414,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-11.0276,2.44892,24.3431,46.6184,66.5128,87.2403,1.63971,0.295183,-0.602068,-0.395942,0.750762,2.98767,
-43.3723,105.972,226.14,223.86,21.257,-3.4864,100,0.0215465,-0.20354,0.00141394,-1.63048e-06,0.0215465,0.200797,0.0647023,-1.15047e-14,0.201697,0.000127784,0.20165,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-13.0956,0.105033,21.7127,43.8373,63.7179,84.5622,2.96328,-0.0647023,-3.70712,-6.30283,-7.66611,-8.05257,
-44.5833,104.583,228.11,221.89,25.3062,9.36329,35.8073,-0.488939,-0.226979,0.00124142,-4.24427e-07,-0.488939,0.223197,4.47731,-7.27196e-15,0.0593331,-0.000114212,0.0593255,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-1.73985,19.7298,41.7521,61.5741,82.3928,105.633,-0.0942132,-4.47731,-7.83209,-9.87802,-10.9809,-11.1187,
-46.8801,102.63,219.696,230.304,26.3803,9.36329,22.2562,-0.734134,-0.0696797,0.00116341,-2.00743e-08,-0.734134,0.0695673,1.57741,-1.66533e-16,0.0597979,0.000187208,0.059811,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.7216,17.1583,39.4345,59.3425,80.0985,103.108,-0.383078,-1.57741,-1.67363,-0.797053,1.15832,4.42255,
-48.3801,101.677,213.947,236.053,26.4882,6.10414,0,-0.627753,0.0347404,0.00115706,2.63048e-07,-0.627753,-0.0347264,-0.196189,-7.41074e-15,0.059562,0.000183485,0.059575,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.43618,15.4533,37.627,57.3472,77.8028,100.37,-0.807307,0.196189,2.33195,5.1984,9.22316,14.776,
-49.4226,101.09,211.18,238.82,21.8835,-0.0578685,0,-0.491151,0.0859457,0.00116739,4.15779e-07,-0.491151,-0.085735,-0.979149,-1.0103e-14,0.0592837,0.000181093,0.0592967,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-7.58572,14.2298,36.2746,55.8333,76.0709,98.3437,-1.0799,0.979149,4.18286,7.99797,13.0055,19.6413,
-50.3416,100.552,210.728,239.272,17.2837,-0.54979,22.649,-0.382929,0.0963821,0.00117108,4.423e-07,-0.382929,-0.0960853,-1.0986,-6.66134e-16,0.0592276,0.000177436,0.0592407,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.64171,13.1569,35.1757,54.7038,74.9012,97.121,-1.13244,1.0986,4.47608,8.44532,13.6124,20.4236,
-51.1792,100.049,210.845,239.155,17.9152,-1.60872,64.5602,-0.291543,0.0965987,0.00117172,4.35344e-07,-0.291543,-0.0962999,-1.06965,-8.65974e-15,0.0592425,-0.000100239,0.0592349,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.62085,12.1823,34.208,53.7442,73.9522,96.1859,-1.11661,1.06965,4.40189,8.33102,13.4565,20.2221,
-52.2651,99.3744,211.488,238.512,20.4203,-2.90203,57.1008,-0.188867,0.0882911,0.00116992,3.97981e-07,-0.188867,-0.0880628,-0.924457,-2.88658e-15,0.0593202,-9.71243e-05,0.0593126,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.9114,10.9149,32.9766,52.5555,72.8197,95.1279,-1.01726,0.924457,4.00959,7.71947,12.6182,19.1341,
-53.1493,98.794,212.468,237.532,21.7445,-3.29325,33.5648,-0.127192,0.0735447,0.00116655,3.42759e-07,-0.127192,-0.0734125,-0.722585,-4.996e-15,0.059427,-9.43704e-05,0.0594194,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.9847,9.87161,31.9828,51.6224,71.9674,94.3838,-0.845439,0.722585,3.42983,6.80421,11.3555,17.4888,
-54.063,98.1632,213.673,236.327,22.4419,-2.72974,21.5705,-0.0858304,0.0550205,0.00116315,2.77525e-07,-0.0858304,-0.054965,-0.496484,6.10623e-16,0.0595393,0.000158404,0.0595525,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.11,8.77451,30.9377,50.6439,71.0801,93.6205,-0.611676,0.496484,2.73825,5.69898,9.82151,15.4822,
-55.0867,97.4266,214.948,235.052,22.855,-2.11614,15.2658,-0.0600407,0.0356418,0.00116079,2.1112e-07,-0.0600407,-0.0356268,-0.283666,-4.4964e-15,0.0596358,-8.82384e-05,0.0596282,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.3814,7.52231,29.7299,49.4972,70.0201,92.6809,-0.337001,0.283666,2.03146,4.55273,8.21926,13.3767,
-56.1092,96.6672,215.976,234.024,22.8855,-1.30403,11.5637,-0.0495154,0.0206463,0.00115987,1.59275e-07,-0.0495154,-0.0206434,-0.134808,4.51028e-15,0.059697,-8.51239e-05,0.0596894,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.6587,6.25264,28.4881,48.2973,68.8827,91.6324,-0.0928711,0.134808,1.48398,3.65028,6.9481,11.6983,
-57.1259,95.8979,216.683,233.317,22.9009,-0.755392,11.3991,-0.0466124,0.0112676,0.00115979,1.24338e-07,-0.0466124,-0.0112671,-0.048112,-2.98372e-16,0.0597306,-8.21271e-05,0.059723,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.9336,4.97892,27.2293,47.0638,67.6883,90.4948,0.0906974,0.048112,1.12293,3.04475,6.08843,10.5576,
-58.2389,95.0475,217.143,232.857,22.9386,-0.389143,11.3175,-0.0456337,0.00647724,0.00116005,1.01832e-07,-0.0456337,-0.00647715,-0.00226919,-7.91034e-16,0.0597489,0.000136715,0.0597621,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.333,3.57842,25.8367,45.686,66.3343,89.176,0.221028,0.00226919,0.898166,2.66045,5.53821,9.82391,
-59.046,94.4284,217.329,232.671,22.9103,-0.241725,11,-0.0440244,0.00559659,0.00116029,9.28137e-08,-0.0440244,-0.00559653,0.0122085,1.39125e-15,0.0597554,-7.66531e-05,0.0597478,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-19.3493,2.56127,24.8223,44.6772,65.3348,88.1903,0.277564,-0.0122085,0.811544,2.50949,5.32031,9.53196,
-59.9516,93.7323,217.455,232.545,22.7926,-0.272846,11.2633,-0.0404369,0.00605273,0.00116056,8.67221e-08,-0.0404369,-0.00605266,0.0196407,-2.158e-15,0.0597596,-7.41147e-05,0.059752,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.4909,1.41901,23.6818,43.5404,64.204,87.0687,0.318224,-0.0196407,0.755247,2.4096,5.17508,9.33655,
-60.8551,93.0354,217.566,232.434,22.8789,-0.33116,12.3349,-0.0357964,0.00676475,0.00116081,8.13572e-08,-0.0357964,-0.00676465,0.0239551,4.16334e-16,0.0597631,0.000123986,0.0597763,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.6313,0.277884,22.5422,42.4039,63.0729,85.9456,0.356349,-0.0239551,0.707808,2.3237,5.04914,9.16631,
-61.6565,92.4144,217.678,232.322,22.8907,-0.41185,11.4948,-0.0344314,0.0159455,0.000807827,3.18154e-06,-0.0344314,-0.0159442,-0.662109,3.83027e-15,0.307337,0.000202488,0.307274,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.735959,21.5297,41.3946,62.0688,84.9495,103.261,-0.0262155,0.662109,2.23924,4.92436,8.99689,13.7659,
-62.5548,91.7137,217.841,232.159,22.7082,-0.910606,11.3529,-0.0207389,0.014928,0.000819222,3.1673e-06,-0.0207389,-0.0149269,-0.598291,5.73153e-15,0.307109,0.000198037,0.307047,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-1.87539,20.3922,40.2614,60.9433,83.8355,102.161,-0.0263725,0.598291,2.11863,4.74462,8.75173,13.4683,
-63.4475,91.0069,218.149,231.851,22.7911,-0.75255,13.0417,-0.0132164,0.0114218,0.000830973,3.14097e-06,-0.0132164,-0.0114213,-0.484488,-3.78864e-15,0.306683,0.000193493,0.306623,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-3.01412,19.2565,39.1336,59.8292,82.7426,101.093,-0.020702,0.484488,1.8982,4.41321,8.29743,12.9156,
-64.1391,90.4537,218.391,231.609,22.7069,-0.673067,12.2453,-0.0103117,0.0086589,0.000840042,3.12058e-06,-0.0103117,-0.00865868,-0.398974,-3.42781e-15,0.30635,0.000189964,0.306291,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-3.89972,18.3728,38.2557,58.9618,81.8915,100.261,-0.0120294,0.398974,1.72862,4.15608,7.94337,12.4839,
-65.223,89.5789,218.734,231.266,22.8658,-0.552053,13.0461,-0.00923647,0.00502341,0.000854056,3.09227e-06,-0.00923647,-0.00502337,-0.284906,-2.55351e-15,0.305881,0.000184447,0.305824,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-5.29263,16.9819,36.8725,57.5927,80.5446,98.9413,0.00707602,0.284906,1.49564,3.79926,7.44939,11.88,
-66.1072,88.8594,218.967,231.033,22.7362,-0.365922,11.5744,-0.0104814,0.00290846,0.000865276,3.07337e-06,-0.0104814,-0.00290846,-0.212471,4.19109e-15,0.305565,0.000179969,0.305509,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-6.43253,15.843,35.7383,56.4677,79.4342,97.8488,0.0252123,0.212471,1.34232,3.56167,7.11845,11.4743,
-66.892,88.2182,219.118,230.882,22.7163,-0.296873,12.8112,-0.0117111,0.00202829,0.000875022,3.06125e-06,-0.0117111,-0.00202828,-0.168315,2.498e-15,0.30536,-0.000101628,0.305391,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-7.44582,14.8301,34.7283,55.4635,78.4394,96.8653,0.0398414,0.168315,1.24566,3.4103,6.90645,11.2136,
-68.068,87.2536,219.286,230.714,22.7519,-0.256944,12.9837,-0.0130467,0.00176701,0.000889398,3.04788e-06,-0.0130467,-0.00176701,-0.122776,-2.26208e-15,0.305133,0.000170144,0.30508,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-8.96673,13.3095,33.2108,53.9523,76.9383,95.3768,0.0598167,0.122776,1.1416,3.24524,6.67381,10.9268,
-68.9501,86.5273,219.392,230.608,22.893,-0.248695,12.6536,-0.0135269,0.00195986,0.000900084,3.03954e-06,-0.0135269,-0.00195986,-0.0966421,1.11022e-15,0.30499,-9.56895e-05,0.30502,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-10.1092,12.1671,32.0702,52.8156,75.8079,94.2543,0.0748937,0.0966421,1.07864,3.14391,6.52995,10.7488,
-69.7336,85.88,219.483,230.517,22.9072,-0.267381,11.3459,-0.0136229,0.0022219,0.00090954,3.03247e-06,-0.0136229,-0.0022219,-0.0760825,-2.40086e-15,0.304869,0.000161824,0.304819,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-11.1254,11.1509,31.0556,51.8041,74.8018,93.2548,0.0894416,0.0760825,1.02672,3.05929,6.40909,10.5989,
-70.5156,85.2318,219.576,230.424,22.8786,-0.280059,11.2315,-0.0135297,0.00244946,0.000918959,3.02522e-06,-0.0135297,-0.00244945,-0.0565037,5.44009e-15,0.304744,-9.11704e-05,0.304772,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-12.141,10.1353,30.0415,50.7933,73.7964,92.2562,0.106151,0.0565037,0.97471,2.97348,6.28581,10.4455,
-71.4903,84.4206,219.699,230.301,22.8839,-0.295272,11.4955,-0.0133119,0.00265165,0.000930678,3.01573e-06,-0.0133119,-0.00265164,-0.0331775,-5.55112e-17,0.30458,0.000153025,0.304533,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-13.4088,8.8673,28.7754,49.5315,72.5416,91.0103,0.130563,0.0331775,0.908723,2.86302,6.12605,10.2462,
-72.3644,83.6898,219.815,230.185,22.7073,-0.310153,11.4393,-0.013088,0.00276445,0.000941165,3.00686e-06,-0.013088,-0.00276444,-0.0136029,-1.55431e-15,0.304426,0.000148634,0.30438,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-14.5478,7.72804,27.6379,48.3979,71.4145,89.8915,0.155985,0.0136029,0.848932,2.7613,5.97784,10.0607,
-73.2364,82.9574,219.936,230.064,22.8,-0.316899,13.0783,-0.012928,0.00279449,0.000951605,2.99759e-06,-0.012928,-0.00279448,0.0045719,-5.52336e-15,0.304264,-8.32787e-05,0.30429,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-15.6862,6.58932,26.5009,47.2649,70.2883,88.774,0.185169,-0.0045719,0.788427,2.65665,5.82425,9.8678,
-74.0106,82.3045,220.047,229.953,22.8304,-0.322914,12.1915,-0.012852,0.00279445,0.000960852,2.9892e-06,-0.012852,-0.00279445,0.0190709,0,0.304117,-8.10241e-05,0.304142,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-16.6986,5.57649,25.4896,46.2571,69.2867,87.7801,0.213839,-0.0190709,0.735338,2.56332,5.68629,9.69401,
-74.7838,81.6496,220.161,229.839,22.8312,-0.325073,11.9204,-0.0128283,0.00277537,0.000970065,2.9807e-06,-0.0128283,-0.00277536,0.0318486,-2.77556e-16,0.303967,-7.87686e-05,0.303991,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-17.7114,4.56315,24.4777,45.2488,68.2845,86.7858,0.245099,-0.0318486,0.683191,2.47011,5.54755,9.5187,
-75.5556,80.9934,220.275,229.725,22.8241,-0.326981,11.916,-0.0128636,0.00275278,0.000979237,2.97217e-06,-0.0128636,-0.00275277,0.0427509,-1.01308e-15,0.303816,-7.65141e-05,0.303839,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-18.724,3.55002,23.4659,44.2406,67.2824,85.7916,0.278723,-0.0427509,0.632478,2.37787,5.40926,9.34341,
-76.3258,80.3358,220.391,229.61,22.8169,-0.327968,11.9816,-0.0129308,0.00273536,0.000988367,2.96364e-06,-0.0129308,-0.00273536,0.0516802,1.66533e-16,0.303664,-7.42609e-05,0.303687,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-19.7361,2.5372,22.4544,43.2326,66.2804,84.7975,0.314608,-0.0516802,0.583477,2.28707,5.27209,9.16899,
-77.1903,79.5944,220.52,229.48,22.7448,-0.3294,12.0468,-0.0130308,0.00273361,0.000998586,2.95411e-06,-0.0130308,-0.00273361,0.0593114,0,0.303494,-7.17279e-05,0.303515,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-20.8741,1.39826,21.3169,42.0988,65.1534,83.6792,0.35747,-0.0593114,0.530692,2.18717,5.11994,8.97485,
-77.8616,79.0163,220.623,229.377,22.8087,-0.331375,12.7147,-0.0131203,0.00272713,0.0010065,2.94665e-06,-0.0131203,-0.00272712,0.0634934,7.21645e-16,0.30336,-6.97577e-05,0.303381,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-21.7594,0.512219,20.4319,41.2167,64.2765,82.8092,0.393043,-0.0634934,0.490954,2.11034,5.00194,8.82379,
-78.7234,78.2712,220.754,229.246,22.7615,-0.332784,12.1107,-0.0584716,0.00512285,0.00103883,2.25563e-06,-0.0584716,-0.0051228,-0.442251,6.68909e-15,0.320537,-0.000112936,0.320516,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-0.627165,19.2937,40.0822,63.1485,81.69,98.5577,-0.0665586,0.442251,2.01401,4.85278,8.63216,12.6626,
-79.5842,77.5237,220.878,229.122,22.8728,0.0385947,12.7012,-0.0555998,0.00532001,0.00104687,2.24486e-06,-0.0555998,-0.00531996,-0.398463,4.02456e-15,0.320549,-0.000110383,0.320529,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-1.76738,18.1545,38.9464,62.0189,80.5685,97.4449,-0.067038,0.398463,1.92503,4.71364,8.4527,12.4465,
-80.8281,76.4446,220.925,229.075,22.7255,-0.21215,11.6213,-0.0457498,0.00796809,0.00105806,2.24083e-06,-0.0457498,-0.00796792,-0.383237,1.52656e-15,0.320554,0.000184894,0.320587,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-3.41415,16.5081,37.3013,60.376,78.9286,95.8083,-0.0660076,0.383237,1.89283,4.66262,8.38654,12.3666,
-81.9735,75.4465,221.029,228.971,22.7041,-0.397833,12.9504,-0.0350129,0.00938601,0.00106847,2.23194e-06,-0.0350129,-0.00938574,-0.352317,-5.63438e-15,0.320564,-0.000103373,0.320546,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-4.93357,14.9895,35.7853,58.865,77.4244,94.3112,-0.0608876,0.352317,1.8243,4.55234,8.24269,12.1922,
-82.8307,74.6944,221.168,228.832,22.846,-0.542969,13.0857,-0.0276871,0.00939144,0.00107635,2.22005e-06,-0.0276871,-0.00939117,-0.313834,-8.10463e-15,0.320578,-0.000100818,0.320561,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-6.07406,13.85,34.6493,57.7355,76.3038,93.2003,-0.050837,0.313834,1.73515,4.40696,8.05209,11.9604,
-83.5908,74.0221,221.34,228.66,22.8707,-0.562616,11.746,-0.0227557,0.00858148,0.00108339,2.20553e-06,-0.0227557,-0.00858127,-0.269691,-6.66134e-16,0.320595,-9.85282e-05,0.320578,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-7.08895,12.8361,33.6396,56.7337,75.3129,92.221,-0.035266,0.269691,1.62867,4.23127,7.82074,11.6784,
-84.3483,73.3472,221.533,228.467,22.8557,-0.55653,11.5281,-0.0193695,0.00741461,0.0010904,2.18936e-06,-0.0193695,-0.00741448,-0.22348,1.14075e-14,0.320614,-9.62338e-05,0.320598,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-8.10357,11.8224,32.6304,55.7331,74.3242,91.2452,-0.0143673,0.22348,1.51238,4.03719,7.56406,11.3648,
-85.2911,72.5005,221.779,228.221,22.8716,-0.518668,11.6694,-0.0169626,0.00589894,0.00109907,2.169e-06,-0.0169626,-0.00589887,-0.169555,-3.51108e-15,0.320638,-9.33696e-05,0.320623,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-9.37076,10.556,31.3693,54.4827,73.0888,90.0259,0.0171118,0.169555,1.36926,3.79503,7.24219,10.9704,
-86.1356,71.7363,221.989,228.011,22.7008,-0.460528,11.5235,-0.0161029,0.00473353,0.00110676,2.15175e-06,-0.0161029,-0.0047335,-0.127713,4.08007e-15,0.320658,-9.08014e-05,0.320644,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-10.5095,9.41769,30.2353,53.3574,71.976,88.9267,0.0485016,0.127713,1.25092,3.59174,6.97049,10.6364,
-86.9773,70.9698,222.182,227.818,22.7907,-0.418466,13.117,-0.0159361,0.00390067,0.00111436,2.13613e-06,-0.0159361,-0.00390065,-0.0932856,6.10623e-16,0.320677,0.00015284,0.3207,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-11.6478,8.27959,29.1008,52.2307,70.8606,87.8235,0.0810298,0.0932856,1.14654,3.40965,6.72583,10.3347,
-87.8173,70.2006,222.354,227.646,22.7626,-0.384947,12.2628,-0.0160301,0.00343267,0.00112186,2.12224e-06,-0.0160301,-0.00343266,-0.0658248,5.82867e-16,0.320693,-8.56896e-05,0.320681,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-12.7863,7.14098,27.9653,51.1019,69.7417,86.7154,0.11363,0.0658248,1.05632,3.24971,6.50972,10.0675,
-88.7489,69.3428,222.531,227.469,22.7184,-0.369913,12.539,-0.0161748,0.00321052,0.0011301,2.10819e-06,-0.0161748,-0.00321051,-0.041518,-2.72005e-15,0.32071,-8.28577e-05,0.320699,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-14.0524,5.8747,26.702,49.8452,68.4949,85.4795,0.150579,0.041518,0.967995,3.09025,6.29295,9.79853,
-89.5859,68.5681,222.681,227.319,22.8447,-0.36288,12.9458,-0.0162557,0.00316702,0.00113746,2.09627e-06,-0.0162557,-0.00316701,-0.0238915,-9.15934e-16,0.320725,-8.03112e-05,0.320714,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-15.1924,4.7343,25.5639,48.7127,67.3707,84.3645,0.185361,0.0238915,0.89559,2.95697,6.11061,9.57151,
-90.2358,67.9637,222.795,227.205,22.7516,-0.366754,11.7656,-0.0162139,0.00321458,0.00114314,2.08736e-06,-0.0162139,-0.00321457,-0.0126495,-3.33067e-16,0.320736,-7.83315e-05,0.320725,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-16.0795,3.84685,24.6782,47.8309,66.4952,83.4957,0.213513,0.0126495,0.843166,2.85878,5.97552,9.40282,
-90.977,67.2716,222.924,227.076,22.7359,-0.370441,12.6474,-0.0161262,0.00327358,0.00114958,2.07721e-06,-0.0161262,-0.00327356,-0.00191043,-2.22045e-16,0.320748,-7.60702e-05,0.320738,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-17.0931,2.83274,23.6659,46.8231,65.4944,82.5027,0.247947,0.00191043,0.7852,2.74832,5.82275,9.21149,
-92.0864,66.2297,223.121,226.879,22.7589,-0.376696,12.778,-0.0159092,0.00335923,0.00115917,2.06196e-06,-0.0159092,-0.00335922,0.00997404,-1.47105e-15,0.320766,0.000125881,0.320781,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-18.6141,1.31078,22.1465,45.3103,63.9921,81.0119,0.304406,-0.00997404,0.701853,2.58553,5.5959,8.92629,
