c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,delta_position,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-40.62,108.73,213.922,236.078,0,0,0,0.744287,0.0021447,0.00135139,-9.85155e-07,0.744287,-0.0021447,-0.711665,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60304,3.9394,25.8285,48.0013,67.7202,88.1742,0.87754,0.711665,1.72438,3.86947,6.74423,10.7776,
-40.62,108.73,213.922,236.078,7.04895,-8.44232,100,0.744287,0.0021447,0.00135139,-9.85155e-07,0.744287,-0.0021447,-0.711665,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60304,3.9394,25.8285,48.0013,67.7202,88.1742,0.87754,0.711665,1.72438,3.86947,6.74423,10.7776,
-40.6412,108.713,213.932,236.068,1.31662,-9.36329,100,0.742071,0.00204861,0.0013513,-9.85596e-07,0.742071,-0.00204861,-0.708729,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.62997,3.91244,25.8017,47.9749,67.6943,88.1489,0.876892,0.708729,1.71774,3.85909,6.73051,10.7604,
-40.709,108.657,214.244,235.756,2.35006,-9.36329,100,0.734078,-0.00317352,0.00135081,-9.99836e-07,0.734078,0.00317351,-0.679662,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.71231,3.82899,25.7234,47.9079,67.6427,88.119,0.921615,0.679662,1.56938,3.58988,6.35381,10.2722,
-40.827,108.559,214.757,235.243,3.81019,-9.36329,100,0.719116,-0.0117238,0.00135022,-1.02331e-06,0.719116,0.0117232,-0.632136,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.8565,3.68209,25.5836,47.7853,67.544,88.0546,0.995245,0.632136,1.32591,3.14782,5.73506,9.47008,
-41.0645,108.357,215.768,234.232,6.28699,-9.36329,100,0.685008,-0.0285683,0.00134988,-1.07002e-06,0.685008,0.0285605,-0.541606,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.1485,3.38156,25.2919,47.5223,67.3236,87.8969,1.14359,0.541606,0.848756,2.27856,4.5167,7.88916,
-41.3523,108.102,217.016,232.984,8.8987,-9.36329,100,0.636331,-0.0493817,0.00135105,-1.1287e-06,0.636331,0.0493416,-0.437553,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.5044,3.00931,24.9212,47.1774,67.0227,87.6646,1.33408,0.437553,0.267417,1.2127,3.01903,5.9426,
-41.7407,107.74,218.742,231.258,12.0537,-9.36329,100,0.556835,-0.0782262,0.00135555,-1.21238e-06,0.556835,0.0780672,-0.307617,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.9889,2.49176,24.3886,46.6632,66.5539,87.2744,1.61059,0.307617,-0.522131,-0.24733,0.960702,3.2615,
-42.2339,107.253,220.885,229.115,15.3041,-4.44837,100,0.43416,-0.114143,0.00136575,-1.32196e-06,0.43416,0.113651,-0.168851,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-11.6126,1.80989,23.6603,45.9297,65.8516,86.6437,1.97504,0.168851,-1.47917,-2.03755,-1.57421,-0.0498873,
-43.1476,106.353,223.049,226.951,19.784,2.77638,81.3346,0.209003,-0.149092,0.00137898,-1.44104e-06,0.209003,0.148002,-0.0661701,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-12.812,0.532714,22.3053,44.5377,64.4629,85.2977,2.37805,0.0661701,-2.40599,-3.80511,-4.09456,-3.35667,
-44.2134,105.392,222.249,227.751,23.042,6.84851,39.9789,-0.0295202,-0.123576,0.00117925,-1.39785e-07,-0.0295202,0.122953,2.08866,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-0.903063,20.902,43.1517,63.079,83.9015,107.034,0.0791332,-2.08866,-3.17708,-3.18818,-2.15933,0.0766709,
-45.7731,104.195,218.344,231.656,23.7414,5.22747,11.7595,-0.103847,-0.0503076,0.00115837,4.39914e-08,-0.103847,0.0502653,0.631523,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-2.87215,19.0299,41.3021,61.1839,81.888,104.814,0.0463294,-0.631523,-0.202234,1.14373,3.58819,7.39431,
-46.8646,103.441,216.014,233.986,23.6121,1.51266,4.42875,-0.0827878,-0.00653677,0.00115441,1.57392e-07,-0.0827878,0.00653667,-0.174361,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.19804,17.7134,39.9497,59.7604,80.348,103.101,-0.0388573,0.174361,1.50885,3.66208,6.94632,11.6815,
-47.841,102.773,215.025,234.975,23.7078,0.11198,5.07459,-0.0555219,0.013459,0.00115504,2.07211e-07,-0.0555219,-0.0134582,-0.493039,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-5.37999,16.5245,38.7345,58.5051,79.0329,101.701,-0.0983643,0.493039,2.21116,4.70602,8.34513,13.4723,
-48.8021,102.11,214.796,235.204,23.0557,-0.905189,3.87535,-0.0289433,0.0201571,0.00115596,2.18934e-07,-0.0289433,-0.0201543,-0.563741,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.54681,15.3552,37.5581,57.3185,77.8316,100.479,-0.115254,0.563741,2.37066,4.94456,8.66574,13.8835,
-50.0571,101.225,215.108,234.892,22.7212,-1.17283,9.86097,-0.0061105,0.018257,0.00115664,2.02979e-07,-0.0061105,-0.018255,-0.477587,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.08316,13.8222,36.0346,55.8088,76.3419,99.017,-0.082054,0.477587,2.1635,4.62969,8.23903,13.3333,
-50.9845,100.555,215.49,234.51,23.0207,-1.18409,12.8502,0.00174358,0.0142359,0.00115701,1.83639e-07,0.00174358,-0.0142349,-0.378545,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.22738,12.6812,34.9044,54.6946,75.2512,97.9598,-0.0350859,0.378545,1.91638,4.25071,7.72313,12.6662,
-51.9037,99.8798,215.996,234.004,22.6439,-0.967866,10.0281,0.00301655,0.00804491,0.00115733,1.58299e-07,0.00301655,-0.00804474,-0.260182,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.3681,11.5433,33.7792,53.5892,74.1757,96.927,0.0399965,0.260182,1.60175,3.76127,7.05206,11.7944,
-52.7171,99.2746,216.348,233.652,22.6109,-0.653045,13.6064,0.000796352,0.00424017,0.00115771,1.40817e-07,0.000796352,-0.00424014,-0.183854,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.3815,10.5309,32.7746,52.5975,73.2038,95.9839,0.0984488,0.183854,1.38862,3.42625,6.59035,11.1927,
-53.6322,98.5893,216.592,233.408,23.0541,-0.508125,13.8843,-0.00245615,0.0026324,0.00115815,1.28802e-07,-0.00245615,-0.00263239,-0.134301,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-12.5242,9.38833,31.637,51.4684,72.088,94.8874,0.142133,0.134301,1.24441,3.19768,6.27407,10.7794,
-54.4451,97.977,216.788,233.212,23.1089,-0.422858,9.77931,-0.00558189,0.00157214,0.00115852,1.19193e-07,-0.00558189,-0.00157214,-0.0986891,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.5414,8.37096,30.6233,50.4612,71.0912,93.9059,0.181418,0.0986891,1.13275,3.01822,6.02411,10.4515,
-55.3558,97.2876,217.01,232.99,22.6376,-0.352574,9.34776,-0.00900556,0.000337916,0.00115892,1.08326e-07,-0.00900556,-0.000337916,-0.0639074,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.6827,7.22915,29.4853,49.3304,69.972,92.8037,0.231677,0.0639074,1.0116,2.82006,5.74587,10.0847,
-56.2628,96.5979,217.111,232.889,22.9367,-0.254,13.7528,-0.0118796,0.00121746,0.00115929,1.03408e-07,-0.0118796,-0.00121746,-0.0484154,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.8218,6.08978,28.3476,48.1958,68.8425,91.6818,0.254794,0.0484154,0.956888,2.73038,5.61982,9.91841,
-57.0679,95.984,217.206,232.794,23.0213,-0.337614,10.9048,-0.0132671,0.00190626,0.00115959,9.87847e-08,-0.0132671,-0.00190626,-0.0361853,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-16.8338,5.0774,27.3367,47.1878,67.8393,90.6857,0.278915,0.0361853,0.907731,2.6483,5.50347,9.76417,
-57.9709,95.2925,217.379,232.621,22.5718,-0.328509,10.1635,-0.0143918,0.00152257,0.00115991,9.03838e-08,-0.0143918,-0.00152257,-0.0194885,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-17.9703,3.94008,26.2019,46.0582,66.7182,89.5774,0.328432,0.0194885,0.823762,2.50433,5.29708,9.48872,
-58.771,94.6769,217.491,232.509,22.5119,-0.286666,14.3582,-0.0151271,0.00190966,0.00116017,8.49623e-08,-0.0151271,-0.00190966,-0.0103067,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.979,2.93065,25.194,45.0536,65.719,88.5863,0.362085,0.0103067,0.771057,2.4128,5.16516,9.3121,
-59.7711,93.9044,217.617,232.383,22.5818,-0.327274,14.8485,-0.0150909,0.00265434,0.00116047,7.89065e-08,-0.0150909,-0.00265434,-0.00243148,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.2419,1.66697,23.9319,43.7951,64.4664,87.3428,0.402147,0.00243148,0.714468,2.31276,5.01989,9.11679,
-60.4736,93.3593,217.668,232.332,23.0613,-0.362709,14.1866,-0.014777,0.0038274,0.00116066,7.6444e-08,-0.014777,-0.00382738,0.00122487,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.1308,0.777736,23.0433,42.9079,63.5816,86.4616,0.418011,-0.00122487,0.690974,2.27156,4.96028,9.03679,
-61.3756,92.6562,217.855,232.145,22.7243,-0.437961,9.72989,-0.0205107,0.0122444,0.000804927,3.16615e-06,-0.0205107,-0.0122438,-0.614137,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.365951,21.9017,41.7714,62.4538,85.347,103.674,-0.00538319,0.614137,2.12988,4.7511,8.75292,13.4653,
-62.276,91.9492,217.989,232.011,23.0588,-0.79632,12.9208,-0.0111773,0.01174,0.000816254,3.15457e-06,-0.0111773,-0.0117394,-0.559618,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-1.51072,20.7584,40.6315,61.32,84.2226,102.56,-0.00757099,0.559618,2.02866,4.60128,8.54928,13.2186,
-63.1703,91.2377,218.32,231.68,22.7017,-0.687073,9.75674,-0.00698074,0.00783403,0.000828134,3.12657e-06,-0.00698074,-0.00783387,-0.436313,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-2.65347,19.6185,39.4998,60.2028,83.1277,101.492,-0.00253089,0.436313,1.79081,4.24415,8.0601,12.6236,
-64.0609,90.5221,218.55,231.45,22.9773,-0.519947,13.1323,-0.00623374,0.00571129,0.00083957,3.10741e-06,-0.00623374,-0.00571122,-0.35288,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-3.79597,18.4776,38.3641,59.0768,82.0169,100.399,0.00346176,0.35288,1.62754,3.99774,7.72162,12.2114,
-64.8501,89.8842,218.746,231.254,23.0029,-0.462417,10.5257,-0.0066629,0.00398787,0.000849624,3.09127e-06,-0.0066629,-0.00398785,-0.285967,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-4.81073,17.4639,37.3547,58.0754,81.0281,99.4257,0.0129046,0.285967,1.49245,3.79163,7.43685,11.8636,
-65.93,89.0062,219.014,230.986,22.5613,-0.36569,10.3363,-0.00842025,0.00168392,0.000863292,3.06957e-06,-0.00842025,-0.00168392,-0.201909,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-6.20232,16.0733,35.9696,56.7008,79.6703,98.0884,0.0330273,0.201909,1.31535,3.51759,7.05542,11.396,
-66.7121,88.3673,219.146,230.854,22.5043,-0.230457,14.458,-0.00997541,0.00112805,0.000872955,3.05901e-06,-0.00997541,-0.00112805,-0.163089,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-7.21214,15.0639,34.9626,55.6989,78.6764,97.1045,0.0455533,0.163089,1.23066,3.38512,6.86999,11.1681,
-67.6903,87.5661,219.262,230.738,22.6091,-0.243789,14.9286,-0.0109912,0.00131863,0.000884853,3.04978e-06,-0.0109912,-0.00131863,-0.131286,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-8.47647,13.7997,33.7006,54.4412,77.4257,95.8625,0.0589483,0.131286,1.15848,3.27086,6.70911,10.9699,
-68.6716,86.7596,219.369,230.631,22.7111,-0.244564,13.949,-0.0113559,0.00171557,0.000896722,3.04137e-06,-0.0113559,-0.00171557,-0.104497,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-9.74657,12.5297,32.4325,53.1769,76.1679,94.6126,0.0736818,0.104497,1.0946,3.16831,6.56371,10.7901,
-69.5568,86.0294,219.421,230.579,23.1202,-0.275138,13.0123,-0.0112024,0.00287705,0.000907302,3.03729e-06,-0.0112024,-0.00287705,-0.0911809,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-10.894,11.3823,31.2859,52.0323,75.0263,93.4748,0.0805931,0.0911809,1.06321,3.11809,6.49261,10.7022,
-70.4406,85.2976,219.567,230.433,22.7937,-0.353573,9.21596,-0.0108623,0.00242517,0.000918036,3.02592e-06,-0.0108623,-0.00242516,-0.0610302,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-12.0412,10.2351,30.1411,50.8927,73.8952,92.3544,0.107136,0.0610302,0.982402,2.98447,6.30046,10.4631,
-71.3218,84.564,219.652,230.348,23.0551,-0.286981,12.3098,-0.011037,0.00305432,0.000928593,3.01933e-06,-0.011037,-0.00305431,-0.0433731,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-13.1876,9.08852,28.9959,49.7504,72.7578,91.2232,0.122625,0.0433731,0.935124,2.90631,6.18807,10.3233,
-72.1018,83.9124,219.759,230.241,23.0591,-0.371581,9.82699,-0.0110755,0.00308745,0.000937968,3.01111e-06,-0.0110755,-0.00308744,-0.0242637,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-14.2037,8.07224,27.9813,48.7394,71.7529,90.2259,0.145039,0.0242637,0.878905,2.8114,6.05027,10.151,
-72.9747,83.1794,219.94,230.06,22.5912,-0.33372,9.82911,-0.011593,0.00207459,0.000948526,2.99729e-06,-0.011593,-0.00207459,0.00285987,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-15.3431,6.93242,26.844,47.6082,70.6318,89.1177,0.188396,-0.00285987,0.788786,2.6556,5.82163,9.86392,
-73.8443,82.4457,220.027,229.973,22.8771,-0.274735,14.183,-0.012292,0.00272349,0.000958869,2.9907e-06,-0.012292,-0.00272348,0.015938,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-16.4805,5.79463,25.7074,46.4744,69.5028,87.9949,0.209221,-0.015938,0.745401,2.58061,5.7116,9.72575,
-74.7119,81.7111,220.182,229.818,22.5907,-0.351178,11.4544,-0.0124718,0.00221511,0.000969245,2.97909e-06,-0.0124718,-0.00221511,0.0329863,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-17.6167,4.65778,24.5726,45.3444,68.3812,86.884,0.252359,-0.0329863,0.674546,2.45363,5.52239,9.48656,
-75.6752,80.8914,220.328,229.672,22.5607,-0.274419,14.1627,-0.0128942,0.00213354,0.000980693,2.96823e-06,-0.0128942,-0.00213354,0.0463684,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-18.8808,3.39288,23.3094,44.0857,67.1303,85.6431,0.295776,-0.0463684,0.610378,2.33649,5.34649,9.26347,
-76.7355,79.9851,220.419,229.581,23.0674,-0.307785,14.3982,-0.0127706,0.00330561,0.000993185,2.96154e-06,-0.0127706,-0.0033056,0.054271,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-20.2753,1.99784,21.9154,42.6944,65.7437,84.2627,0.323132,-0.054271,0.570947,2.26417,5.23769,9.12535,
-77.6031,79.2401,220.586,229.414,22.7254,-0.387263,9.67599,-0.0123649,0.00268624,0.00100345,2.94935e-06,-0.0123649,-0.00268624,0.0613816,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-21.4178,0.854104,20.7734,41.5572,64.6151,83.1453,0.380745,-0.0613816,0.505954,2.13878,5.04531,8.87914,
-78.4683,78.4928,220.681,229.319,23.0046,-0.30811,12.9304,-0.0586653,0.00570498,0.00103633,2.262e-06,-0.0586653,-0.00570492,-0.468784,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-0.289203,19.631,40.4175,63.4801,82.0167,98.8793,-0.0655042,0.468784,2.06713,4.9354,8.73849,12.7905,
-79.618,77.4954,220.838,229.162,23.0418,-0.0232291,10.4223,-0.0545694,0.00611934,0.00104706,2.24834e-06,-0.0545694,-0.00611926,-0.412024,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-1.81141,18.1102,38.901,61.9714,80.5184,97.392,-0.0675215,0.412024,1.95325,4.75813,8.51026,12.516,
-80.3833,76.8314,220.881,229.119,22.9714,-0.25733,10.0747,-0.0491766,0.00748914,0.00105399,2.2446e-06,-0.0491766,-0.007489,-0.397199,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-2.8247,17.0972,37.8892,60.9618,79.5116,96.3882,-0.0672656,0.397199,1.92268,4.7101,8.44819,12.4411,
-81.4296,75.9198,221.032,228.968,22.5134,-0.301682,10.7099,-0.0411717,0.0078016,0.00106365,2.23171e-06,-0.0411717,-0.00780144,-0.351633,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-4.21255,15.7105,36.5065,59.5862,78.1458,95.0328,-0.0606351,0.351633,1.82263,4.54959,8.23907,12.1878,
-82.283,75.1724,221.097,228.903,22.8469,-0.393831,14.9247,-0.0345236,0.00908433,0.00107137,2.22615e-06,-0.0345236,-0.00908408,-0.331495,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-5.34703,14.5765,35.3741,58.4569,77.0207,93.9122,-0.0581197,0.331495,1.77885,4.47956,8.14794,12.0774,
-83.0405,74.5056,221.225,228.775,22.914,-0.531653,11.7297,-0.0289648,0.00900288,0.00107833,2.21521e-06,-0.0289648,-0.00900264,-0.29633,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-6.35631,13.5681,34.3688,57.4577,76.0296,92.9299,-0.0485157,0.29633,1.69695,4.34579,7.97244,11.864,
-83.7962,73.8354,221.394,228.606,22.9001,-0.525566,11.1416,-0.0248522,0.00823705,0.00108531,2.20097e-06,-0.0248522,-0.00823686,-0.253273,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-7.3665,12.5588,33.3636,56.4602,75.0427,91.9544,-0.0328549,0.253273,1.59259,4.17337,7.74528,11.587,
-84.6418,73.08,221.64,228.36,22.4925,-0.525862,11.2718,-0.0216727,0.0064143,0.00109317,2.18047e-06,-0.0216727,-0.00641421,-0.196778,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-8.5005,11.4258,32.2362,55.3436,73.9413,90.8693,-0.00390731,0.196778,1.44687,3.92859,7.42078,11.1899,
-85.4853,72.3209,221.797,228.203,22.8728,-0.432398,15.0634,-0.019795,0.00616642,0.00110082,2.16752e-06,-0.019795,-0.00616634,-0.161859,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-9.63519,10.2916,31.1053,54.2195,72.8266,89.7649,0.0156725,0.161859,1.35503,3.77354,7.21486,10.9377,
-86.3273,71.5591,222.028,227.972,22.6063,-0.491131,11.4641,-0.0182139,0.00464041,0.0011085,2.14862e-06,-0.0182139,-0.00464038,-0.118157,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-10.7705,9.15675,29.9751,53.0988,71.7197,88.6728,0.0523166,0.118157,1.2274,3.5527,6.91896,10.5735,
-87.1691,70.7924,222.161,227.839,22.9531,-0.369743,14.0052,-0.0175115,0.00485328,0.001116,2.13784e-06,-0.0175115,-0.00485324,-0.0935766,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-11.9089,8.0184,28.8393,51.9683,70.5969,87.5585,0.0739478,0.0935766,1.15454,3.42621,6.74928,10.3645,
-88.009,70.0238,222.368,227.632,22.6197,-0.462595,10.734,-0.0165608,0.00378236,0.00112354,2.12116e-06,-0.0165608,-0.00378235,-0.0627022,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-13.0472,6.88014,27.7047,50.8418,69.4823,86.4569,0.11521,0.0627022,1.04828,3.23621,6.49182,10.0456,
-88.8473,69.2517,222.493,227.507,22.9317,-0.348468,13.8907,-0.0163639,0.00417759,0.00113091,2.11122e-06,-0.0163639,-0.00417756,-0.0446797,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-14.1865,5.74062,26.5673,49.7091,68.3566,85.3389,0.14051,0.0446797,0.984986,3.12261,6.33769,9.85455,
-89.6834,68.4781,222.684,227.316,22.612,-0.444723,10.9339,-0.0157954,0.00341894,0.0011383,2.09604e-06,-0.0157954,-0.00341893,-0.0236822,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-15.3251,4.60164,25.4313,48.5801,67.2384,84.2323,0.186148,0.0236822,0.894339,2.95456,6.10727,9.56732,
-90.6099,67.6154,222.868,227.132,22.6128,-0.346914,13.9573,-0.0157481,0.00310641,0.0011464,2.08162e-06,-0.0157481,-0.0031064,-0.00692562,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-16.5904,3.33568,24.168,47.3233,65.9916,82.9965,0.233275,0.00692562,0.810798,2.7968,5.88967,9.29522,
-91.4443,66.8347,222.965,227.035,23.021,-0.378741,13.9019,-0.0152594,0.00403532,0.0011536,2.07403e-06,-0.0152594,-0.0040353,0.00133927,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-17.7326,2.19302,23.0267,46.1854,64.8588,81.8695,0.258884,-0.00133927,0.767117,2.71375,5.77488,9.15152,
-92.0924,66.2257,223.122,226.878,22.7221,-0.442673,10.0994,-0.0147741,0.0033617,0.00115922,2.06189e-06,-0.0147741,-0.00336168,0.0088809,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-18.6212,1.30368,22.1394,45.3033,63.985,81.0049,0.305778,-0.0088809,0.702655,2.58601,5.59611,8.92627,
-92.9236,65.44,223.239,226.761,23,-0.366568,12.941,-0.0147456,0.00397197,0.00116635,2.05284e-06,-0.0147456,-0.00397195,0.0145186,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-19.7643,0.159882,20.997,44.1647,62.8526,79.8792,0.341006,-0.0145186,0.654282,2.49012,5.46191,8.75714,
-93.6598,64.7408,223.375,226.625,23.0214,-0.456179,10.3054,-0.00310293,0.00351145,0.00116214,2.26223e-06,-0.00310293,-0.00351143,-0.602061,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-0.85551,19.9832,43.1551,61.85,78.8843,103.447,-0.0175202,0.602061,2.38318,5.31081,8.56582,15.3062,
-94.7583,63.6902,223.603,226.397,22.9331,-0.515752,10.1155,-0.00435381,0.00305796,0.00117314,2.23894e-06,-0.00435381,-0.00305795,-0.519139,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-2.37557,18.4654,41.6443,60.3507,77.3979,101.987,-0.0173118,0.519139,2.20781,5.06084,8.24788,14.8902,
-95.4854,62.9892,223.773,226.227,22.8712,-0.441586,10.9481,-0.00620801,0.00246392,0.00118041,2.2218e-06,-0.00620801,-0.00246391,-0.461312,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-3.38554,17.4569,40.6407,59.3555,76.4121,101.021,-0.0134062,0.461312,2.08132,4.87893,8.01546,14.5849,
