c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,delta_position,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-155.647,-12.661,240.341,209.659,22.4335,-0.798247,11.3258,-0.0336973,0.00627435,0.00238786,8.01245e-06,-0.0336973,-0.00627427,-0.0180415,-145.117,-158.342,-164.316,-169.337,-175.492,-176.962,4.33938,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-19.9841,5.47657,19.5141,32.9996,56.6303,66.3271,0.738939,0.0180415,1.136,3.03815,9.41108,13.2411,
-156.259,-13.7588,240.676,209.324,22.4869,-0.732515,15.3652,-0.0341492,0.00650953,0.00241849,7.8835e-06,-0.0341492,-0.00650943,0.0183483,-145.117,-158.342,-164.316,-169.337,-175.492,-176.962,4.33938,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-21.2362,4.2199,18.2637,31.7601,55.4276,65.1465,0.8511,-0.0183483,1.01768,2.84111,9.07605,12.8495,
-156.746,-14.6431,240.941,209.059,22.5503,-0.79284,14.7907,-0.03387,0.00681202,0.00244257,7.78262e-06,-0.03387,-0.00681191,0.0417226,-145.117,-158.342,-164.316,-169.337,-175.492,-176.962,4.33938,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-22.2416,3.21021,17.2586,30.7633,54.4594,64.1958,0.945577,-0.0417226,0.929273,2.69019,8.81549,12.5439,
-157.292,-15.6459,241.206,208.794,23.0323,-0.79927,14.2002,-0.0333548,0.00782468,0.00246923,7.6832e-06,-0.0333548,-0.00782452,0.0615122,-145.117,-158.342,-164.316,-169.337,-175.492,-176.962,4.33938,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-23.3785,2.06843,16.1212,29.6339,53.358,63.1115,1.04336,-0.0615122,0.84457,2.54308,8.55883,12.2422,
-157.832,-16.6536,241.564,208.436,22.7669,-0.896718,9.68151,-0.0327593,0.00727867,0.00249539,7.55041e-06,-0.0327593,-0.00727854,0.0786351,-145.117,-158.342,-164.316,-169.337,-175.492,-176.962,4.33938,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-24.5152,0.924355,14.9825,28.5056,52.2669,62.0432,1.18549,-0.0786351,0.739473,2.35338,8.22052,11.8427,
-158.367,-17.665,241.858,208.142,23.0025,-0.820425,12.235,-0.0980872,0.041536,0.000774602,2.80948e-05,-0.0980872,-0.0415122,-0.65708,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-0.220164,13.842,27.3732,51.1643,60.9591,73.0834,-0.088843,0.65708,2.20153,7.94661,11.5186,18.0891,
-158.837,-18.5648,242.161,207.839,23.0035,-1.8664,10.1003,-0.0656485,0.037723,0.000873806,2.77913e-05,-0.0656485,-0.0377051,-0.578815,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-1.23551,12.8304,26.3695,50.1907,60.0042,72.1631,-0.0928083,0.578815,2.05176,7.67107,11.1913,17.6976,
-159.406,-19.6953,242.835,207.165,22.946,-1.48073,10.077,-0.0414501,0.0279739,0.00100697,2.71371e-05,-0.0414501,-0.0279666,-0.418342,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-2.50227,11.5706,25.1261,49.0117,58.8659,71.1005,-0.0878086,0.418342,1.73196,7.07072,10.4753,16.8381,
-159.96,-20.8283,243.505,206.495,22.8459,-1.32334,10.5745,-0.0298844,0.0187024,0.00113449,2.65152e-05,-0.0298844,-0.0187003,-0.273351,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-3.76418,10.3136,23.8835,47.8299,57.7233,70.0314,-0.0682571,0.273351,1.42842,6.4876,9.77671,15.9961,
-160.448,-21.8487,244.072,205.928,22.4396,-0.92553,11.5153,-0.0269726,0.0113062,0.00124369,2.60092e-05,-0.0269726,-0.0113057,-0.163612,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-4.89565,9.18486,22.7656,46.7609,56.6864,69.0554,-0.0385273,0.163612,1.1842,6.00593,9.19687,15.2941,
-160.877,-22.7578,244.426,205.573,22.4466,-0.672922,15.3177,-0.0266596,0.00763178,0.00133321,2.57029e-05,-0.0266596,-0.00763163,-0.101393,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-5.90099,8.18049,21.7672,45.7919,55.7369,68.1435,-0.0137115,0.101393,1.03802,5.71134,8.84088,14.8615,
-161.358,-23.7869,244.681,205.319,22.9558,-0.573869,15.2078,-0.0266705,0.00627791,0.00142807,2.54867e-05,-0.0266705,-0.00627783,-0.0601419,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-7.03717,7.04468,20.6355,44.6807,54.6395,67.0727,0.00768713,0.0601419,0.936312,5.5027,8.58796,14.5533,
-161.837,-24.8207,244.967,205.033,22.6668,-0.573783,10.4553,-0.0270795,0.00462801,0.00152254,2.52486e-05,-0.0270795,-0.00462797,-0.0218775,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-8.17652,5.90542,19.5004,43.5681,53.5422,66.0049,0.039607,0.0218775,0.8303,5.27679,8.31238,14.2157,
-162.26,-25.7413,245.165,204.835,22.5997,-0.484615,13.2258,-0.0276311,0.00433937,0.00160389,2.50865e-05,-0.0276311,-0.00433934,0.001385,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-9.18947,4.89232,18.49,42.5729,52.5574,65.0404,0.0648989,-0.001385,0.760158,5.12364,8.12482,13.9851,
-162.681,-26.6637,245.343,204.657,22.6351,-0.537504,13.7896,-0.027762,0.0045556,0.00168394,2.49417e-05,-0.027762,-0.00455557,0.019292,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-10.203,3.87856,17.4786,41.5749,51.5687,64.07,0.0908985,-0.019292,0.699849,4.98822,7.95825,13.7796,
-163.099,-27.5894,245.528,204.472,22.6851,-0.560783,13.432,-0.0276842,0.00484382,0.00176341,2.47937e-05,-0.0276842,-0.00484378,0.0344398,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-11.2184,2.86265,16.4649,40.575,50.5783,63.0982,0.121135,-0.0344398,0.640865,4.85155,7.78936,13.5704,
-163.619,-28.751,245.777,204.223,22.7334,-0.607283,12.9457,-0.0273994,0.0051377,0.00186203,2.4597e-05,-0.0273994,-0.00513765,0.0496348,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-12.4904,1.58992,15.195,39.3231,49.3391,61.884,0.167092,-0.0496348,0.566589,4.67252,7.56686,13.2935,
-164.031,-29.6833,245.985,204.015,22.7543,-0.653063,12.4715,-0.0272721,0.00540437,0.00194012,2.44347e-05,-0.0272721,-0.00540431,0.058394,-158.342,-164.316,-169.337,-175.492,-176.962,-176.886,-17.429,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-13.5089,0.570454,14.1777,38.3205,48.347,60.9127,0.209528,-0.058394,0.508358,4.52654,7.38443,13.0654,
-164.491,-30.7356,246.192,203.808,23.1136,-0.685543,12.2583,-0.102116,0.046182,6.28877e-05,4.76372e-05,-0.102116,-0.0461492,-0.452892,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-0.578046,13.0311,37.1884,47.2251,59.8112,67.939,-0.0646395,0.452892,4.38372,7.20533,12.8408,18.3995,
-164.944,-31.7886,246.532,203.468,22.7443,-1.9726,9.00313,-0.059803,0.0403123,0.00025089,4.7087e-05,-0.059803,-0.0402905,-0.371931,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-1.72479,11.8872,36.0673,46.1206,58.7399,66.9004,-0.0649572,0.371931,4.15956,6.92166,12.4825,17.9929,
-165.426,-32.9631,247.255,202.745,22.6178,-1.48446,12.4341,-0.0344437,0.0281012,0.000476654,4.59556e-05,-0.0344437,-0.0280938,-0.212676,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-2.99523,10.6212,34.8472,44.9345,57.6231,65.8526,-0.0523035,0.212676,3.69469,6.32962,11.7307,17.1376,
-165.801,-33.9056,247.806,202.194,22.625,-1.25498,13.5095,-0.0249138,0.0193319,0.000648771,4.51301e-05,-0.0249138,-0.0193295,-0.101942,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-4.00993,9.60841,33.8668,43.979,56.7189,65,-0.0320919,0.101942,3.35084,5.88866,11.1674,16.4949,
-166.217,-34.9715,248.295,201.705,23.0708,-0.919363,13.4168,-0.0213322,0.0122926,0.000829571,4.44222e-05,-0.0213322,-0.012292,-0.0114789,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-5.15396,8.46502,32.7503,42.8838,55.6682,63.9945,-0.00630559,0.0114789,3.05319,5.5046,10.6744,15.9311,
-166.626,-36.04,248.754,201.246,22.764,-0.694604,9.2543,-0.0221717,0.00626711,0.00100398,4.37793e-05,-0.0221717,-0.00626703,0.0618552,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-6.29805,7.32064,31.6294,41.7822,54.6076,62.9757,0.0293116,-0.0618552,2.78548,5.15574,10.2231,15.413,
-167.031,-37.1097,249.015,200.984,22.9863,-0.436015,12.2059,-0.0246742,0.00413639,0.00116546,4.34206e-05,-0.0246742,-0.00413636,0.100361,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-7.44164,6.17649,30.498,40.6616,53.51,61.9017,0.0530555,-0.100361,2.63583,4.95966,9.96837,15.1199,
-167.432,-38.1766,249.266,200.734,22.6281,-0.458965,10.0705,-0.0269787,0.00258749,0.00132353,4.30833e-05,-0.0269787,-0.00258748,0.130217,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-8.58099,5.03633,29.3696,39.5432,52.4134,60.8275,0.0827229,-0.130217,2.49964,4.77902,9.73153,14.8464,
-167.83,-39.2448,249.4,200.6,22.984,-0.366728,13.4466,-0.0285108,0.00343625,0.00147542,4.29046e-05,-0.0285108,-0.00343624,0.145223,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-9.72076,3.89603,28.2354,38.4143,51.2961,59.7222,0.099662,-0.145223,2.42754,4.68305,9.60535,14.7004,
-168.225,-40.3129,249.606,200.394,22.6145,-0.535707,10.0121,-0.0291518,0.00340742,0.00162805,4.26344e-05,-0.0291518,-0.00340741,0.161054,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-10.8591,2.75668,27.1051,37.292,50.1914,58.6357,0.132646,-0.161054,2.32443,4.54344,9.41953,14.4844,
-168.616,-41.3823,249.752,200.248,22.9079,-0.495883,13.4905,-0.0297595,0.0047563,0.00177736,4.24442e-05,-0.0297595,-0.00475626,0.171461,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-11.9974,1.61763,25.9724,36.1649,49.0767,57.5339,0.157013,-0.171461,2.25183,4.44481,9.28794,14.3312,
-169.002,-42.4519,249.995,200.005,22.6049,-0.682729,10.618,-0.0299403,0.00478678,0.00192728,4.21324e-05,-0.0299403,-0.00478674,0.180872,-164.316,-169.337,-175.492,-176.962,-176.886,-175.082,-30.1806,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-13.134,0.479509,24.8443,35.046,47.9782,56.4567,0.205313,-0.180872,2.13916,4.28891,9.07726,14.0846,
-169.342,-43.4042,250.215,199.785,22.5508,-0.644673,13.4653,-0.150547,0.0510813,0.000121718,6.24033e-05,-0.150547,-0.0510369,-2.04064,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-0.532034,23.8415,34.0514,47.0019,55.4995,67.8361,-0.185862,2.04064,4.15122,8.88991,13.8647,23.3186,
-169.719,-44.4788,250.432,199.568,22.9628,-1.83855,14.1257,-0.101772,0.0472985,0.000371137,6.17059e-05,-0.101772,-0.0472632,-1.94578,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-1.67164,22.7101,32.928,45.8963,54.4128,66.7851,-0.188354,1.94578,4.01766,8.70724,13.6498,23.0569,
-170.082,-45.5592,251.055,198.945,22.6364,-1.6501,10.1225,-0.0713393,0.036297,0.000677147,5.97636e-05,-0.0713393,-0.036281,-1.69086,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-2.81323,21.5903,31.8301,44.8487,53.4184,65.8922,-0.177978,1.69086,3.65149,8.19976,13.0494,22.3214,
-170.468,-46.7649,251.785,198.215,22.576,-1.45328,13.1516,-0.0557292,0.0244663,0.00100358,5.75962e-05,-0.0557292,-0.0244614,-1.40624,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-4.08134,20.344,30.6079,43.6834,52.3141,64.9051,-0.151674,1.40624,3.23632,7.61842,12.3585,21.4709,
-170.731,-47.6117,252.207,197.793,22.9755,-1.01616,13.66,-0.0518977,0.0184987,0.00120963,5.63921e-05,-0.0518977,-0.0184966,-1.24798,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-4.96902,19.4671,29.7443,42.8516,51.5171,64.1748,-0.129952,1.24798,3.00239,7.28805,11.9644,20.9838,
-171.064,-48.7023,252.713,197.287,22.68,-0.941435,9.89749,-0.0508238,0.012169,0.00145995,5.49928e-05,-0.0508238,-0.0121684,-1.06929,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-6.11021,18.3372,28.6294,41.7742,50.4806,63.2176,-0.0925273,1.06929,2.73277,6.90236,11.5019,20.4091,
-171.426,-49.9153,253.136,196.864,22.5574,-0.632219,12.762,-0.0523077,0.0084928,0.00171152,5.38628e-05,-0.0523077,-0.0084926,-0.92862,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-7.37658,17.0787,27.3829,40.5581,49.2982,62.1005,-0.0529432,0.92862,2.51617,6.58876,11.124,19.937,
-171.747,-51.009,253.375,196.625,22.9758,-0.608238,13.8562,-0.0524975,0.00832992,0.00191754,5.32363e-05,-0.0524975,-0.00832973,-0.852487,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-8.51668,15.9425,26.2533,39.4453,48.2043,61.0433,-0.0268451,0.852487,2.39696,6.41443,10.9131,19.6725,
-172.1,-52.2272,253.647,196.352,23.0376,-0.712765,9.85842,-0.05223,0.00865386,0.00214205,5.25365e-05,-0.05223,-0.00865364,-0.772382,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-9.78504,14.678,24.996,38.207,46.9873,59.8678,0.00924099,0.772382,2.26786,6.22263,10.6797,19.378,
-172.446,-53.4454,253.951,196.049,22.9371,-0.786254,9.26542,-0.0525216,0.00904689,0.00236298,5.17719e-05,-0.0525216,-0.00904665,-0.690051,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-11.0511,13.4157,23.7414,36.9731,45.7769,58.7032,0.056354,0.690051,2.13091,6.01573,10.4263,19.0563,
-172.716,-54.4175,254.217,195.783,22.845,-0.866528,10.1402,-0.0532472,0.00937043,0.00253633,5.11135e-05,-0.0532472,-0.00937016,-0.623064,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-12.0596,12.4099,22.7422,35.9918,44.816,57.7822,0.102997,0.623064,2.01596,5.83928,10.2089,18.7788,
-173.044,-55.6305,254.578,195.422,22.7833,-0.912152,10.938,-0.0548314,0.00978662,0.00274829,5.02371e-05,-0.0548314,-0.00978631,-0.539051,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-13.3154,11.1568,21.4978,34.7712,43.6228,56.6428,0.173396,0.539051,1.86672,5.60636,9.9202,18.4081,
-173.364,-56.8427,254.975,195.025,22.7338,-0.98969,11.4379,-0.0566649,0.0101647,0.00295477,4.93001e-05,-0.0566649,-0.0101643,-0.455988,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-14.5675,9.90673,20.2566,33.5556,42.4367,55.5152,0.25959,0.455988,1.71211,5.35987,9.61238,18.01,
-173.643,-57.9337,255.397,194.603,22.3644,-1.04242,11.8395,-0.058892,0.00984974,0.00313683,4.83275e-05,-0.058892,-0.00984942,-0.377687,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-15.6912,8.78379,19.1426,32.4682,41.3804,54.5204,0.361693,0.377687,1.55749,5.10712,9.29405,17.5951,
-173.973,-59.2716,255.845,194.156,22.7615,-1.02738,15.2831,-0.0604692,0.0112228,0.00334913,4.73251e-05,-0.0604692,-0.0112223,-0.30233,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-17.066,7.40836,17.7761,31.129,40.0737,53.2781,0.477533,0.30233,1.40117,4.84659,8.96378,17.1619,
-174.207,-60.2502,256.198,193.802,22.8812,-1.22533,11.3842,-0.0609412,0.0121537,0.00349976,4.65525e-05,-0.0609412,-0.0121531,-0.250273,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-18.0688,6.40399,16.7783,30.1522,39.1222,52.377,0.576625,0.250273,1.28506,4.64795,8.70982,16.8263,
-174.488,-61.4754,256.72,193.28,22.7909,-1.25439,10.2628,-0.0624306,0.012427,0.00368311,4.54452e-05,-0.0624306,-0.0124263,-0.184514,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-19.32,5.14885,15.5321,28.9361,37.9426,51.2707,0.733479,0.184514,1.12489,4.36598,8.34607,16.3416,
-174.705,-62.4557,257.15,192.85,22.7335,-1.31617,11.0717,-0.0635753,0.0127405,0.00382423,4.45571e-05,-0.0635753,-0.0127398,-0.138501,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-20.3177,4.14632,14.5364,27.9643,37.0005,50.3883,0.871307,0.138501,1.00083,4.14111,8.05342,15.9486,
-174.988,-63.8028,257.817,192.183,22.3348,-1.3511,11.559,-0.0652386,0.0123531,0.00401043,4.32273e-05,-0.0652386,-0.0123525,-0.0828842,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-21.6827,2.7711,13.1705,26.634,35.7151,49.1939,1.10022,0.0828842,0.824287,3.80816,7.61508,15.354,
-175.256,-65.1536,258.41,191.59,22.7361,-1.3461,15.2821,-0.0658259,0.0136906,0.00418753,4.20866e-05,-0.0658259,-0.0136897,-0.0453178,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-23.0473,1.39468,11.8012,25.2949,34.415,47.9732,1.31599,0.0453178,0.678925,3.52313,7.23575,14.8346,
-175.487,-66.3874,259.01,190.989,22.7805,-1.53215,11.3236,-0.0655948,0.0143245,0.00434166,4.0973e-05,-0.0655948,-0.0143235,-0.0218922,-169.337,-175.492,-176.962,-176.886,-175.082,-170.362,-42.8406,-66.529,-76.8506,-90.6406,-100.321,-115.129,-24.2873,0.140014,10.5526,24.0754,33.2338,46.8709,1.54854,0.0218922,0.546447,3.24914,6.86602,14.3224,
-175.681,-67.4986,259.643,190.357,22.3667,-1.55169,10.9074,-0.0275781,0.035956,0.00235717,7.82255e-05,-0.0275781,-0.0359405,-0.421495,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-0.987902,9.42985,22.9817,32.1795,45.8981,54.0688,0.0119978,0.421495,2.97464,6.49013,13.7954,21.327,
-175.863,-68.6124,260.216,189.784,22.7175,-2.85475,14.1574,-0.00583157,0.0308965,0.00269949,7.56727e-05,-0.00583157,-0.0308866,-0.317625,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-2.11628,8.30504,21.8817,31.1142,44.9051,53.1507,0.0122506,0.317625,2.73522,6.15862,13.3264,20.776,
-176.039,-69.8548,261.288,188.712,22.7979,-2.20208,10.6776,-0.00432983,0.0184301,0.00310795,7.1156e-05,-0.00432983,-0.0184281,-0.147168,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-3.37031,7.05489,20.6744,29.9693,43.892,52.2755,0.0368399,0.147168,2.31031,5.56036,12.4689,19.7628,
-176.163,-70.8509,262.113,187.886,22.7626,-1.80922,10.027,-0.0138016,0.0100148,0.00340489,6.78955e-05,-0.0138016,-0.0100145,-0.0316808,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-4.37314,6.05258,19.7018,29.0426,43.0633,51.5511,0.0715336,0.0316808,1.99841,5.11424,11.8215,18.9939,
-176.304,-72.0941,262.963,187.037,22.6728,-1.40212,10.5685,-0.0299824,0.00376826,0.00373134,6.47204e-05,-0.0299824,-0.00376825,0.0704128,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-5.62267,4.80131,18.4782,27.8642,41.9828,50.5759,0.123991,-0.0704128,1.69376,4.67077,11.1694,18.2153,
-176.408,-73.0871,263.497,186.503,22.6347,-1.08835,11.6512,-0.0428664,0.00202272,0.00396414,6.28124e-05,-0.0428664,-0.00202271,0.124179,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-6.61966,3.80206,17.4948,26.9081,41.0866,49.745,0.167336,-0.124179,1.51249,4.40193,10.7688,17.7342,
-176.518,-74.203,264.006,185.994,22.2733,-1.05895,12.0993,-0.0540038,0.00227669,0.00420663,6.10525e-05,-0.0540038,-0.00227669,0.164488,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-7.73929,2.67943,16.3862,25.8248,40.0593,48.7792,0.21959,-0.164488,1.35049,4.15619,10.3968,17.2851,
-176.61,-75.1964,264.381,185.619,22.2759,-1.03479,15.5655,-0.0611236,0.00434738,0.00440869,5.97895e-05,-0.0611236,-0.00434735,0.187744,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-8.73526,1.68072,15.3971,24.8539,39.129,47.8939,0.264609,-0.187744,1.23736,3.98115,10.1284,16.9593,
-176.717,-76.4436,264.832,185.168,22.3806,-1.19736,15.4247,-0.0660261,0.00790817,0.00465114,5.83114e-05,-0.0660261,-0.007908,0.206939,-175.492,-176.962,-176.886,-175.082,-170.362,-164.422,-66.529,-76.8506,-90.6406,-100.321,-115.129,-124.521,-9.98466,0.427438,14.1546,23.6327,37.9557,46.7741,0.327352,-0.206939,1.1102,3.7795,9.8142,16.576,
-176.804,-77.5747,265.244,184.756,22.922,-1.42581,14.2902,-0.204658,0.0644213,0.00194875,9.7361e-05,-0.204658,-0.0643324,-1.00112,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-0.708463,13.0278,22.5249,36.891,45.7578,52.1582,-0.217183,1.00112,3.60213,9.53357,16.2317,22.2631,
-176.899,-79.0885,266.051,183.949,22.9231,-2.6952,9.57351,-0.135455,0.0556043,0.00254149,9.24965e-05,-0.135455,-0.0555471,-0.808538,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-2.22829,11.5238,21.0565,35.5047,44.4649,50.9496,-0.216271,0.808538,3.27559,9.00421,15.5769,21.5176,
-176.943,-80.221,267.074,182.926,22.4682,-2.48291,9.1372,-0.108258,0.0427058,0.00301689,8.67414e-05,-0.108258,-0.0426799,-0.588773,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-3.365,10.4032,19.9784,34.5265,43.6026,50.1923,-0.190439,0.588773,2.8853,8.35515,14.7669,20.5909,
-176.97,-81.6013,268.231,181.769,22.7134,-2.1763,13.3762,-0.0937968,0.030567,0.00352408,8.07295e-05,-0.0937968,-0.0305575,-0.362562,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-4.74871,9.0324,18.6521,33.3077,42.5115,49.2175,-0.138337,0.362562,2.46518,7.64,13.867,19.5567,
-176.974,-82.6046,269.015,180.985,22.7877,-1.83066,11.0116,-0.0909076,0.0239076,0.00385205,7.69322e-05,-0.0909076,-0.023903,-0.225874,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-5.75338,8.0333,17.6808,32.4059,41.6941,48.4773,-0.0863759,0.225874,2.19664,7.17041,13.2709,18.8683,
-176.959,-84.2325,270.149,179.851,22.3345,-1.69344,10.3913,-0.0913824,0.0172521,0.00432199,7.17991e-05,-0.0913824,-0.0172504,-0.0558793,-176.962,-176.886,-175.082,-170.362,-164.422,-158.942,-76.8506,-90.6406,-100.321,-115.129,-124.521,-131.399,-7.38184,6.40832,16.0929,30.9135,40.3205,47.2131,0.016346,0.0558793,1.83547,6.51704,12.4327,17.8948,
