c_x,c_y,c_psi_degree,psi_unity_degree,c_speed_kmh,steering_angle,throttle,a0,a1,a2,a3,cte,epsi,global_x_1,global_x_2,global_x_3,global_x_4,global_x_5,global_x_6,global_y_1,global_y_2,global_y_3,global_y_4,global_y_5,global_y_6,veh_x_1,veh_x_2,veh_x_3,veh_x_4,veh_x_5,veh_x_6,veh_y_1,veh_y_2,veh_y_3,veh_y_4,veh_y_5,veh_y_6,
-40.62,108.73,213.922,236.078,0,0,0,0.744287,0.00214534,0.00135139,-9.85153e-07,0.744287,-0.00214534,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60304,3.9394,25.8285,48.0013,67.7202,88.1742,0.877534,0.711668,1.72439,3.8695,6.74427,10.7777,
-40.62,108.73,213.922,236.078,7.75383,-8.44232,100,0.744287,0.00214534,0.00135139,-9.85153e-07,0.744287,-0.00214534,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.60304,3.9394,25.8285,48.0013,67.7202,88.1742,0.877534,0.711668,1.72439,3.8695,6.74427,10.7777,
-40.6404,108.714,214.014,235.986,1.51233,-9.36329,100,0.742143,0.000607267,0.00135123,-9.89346e-07,0.742143,-0.000607267,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.62773,3.91443,25.8051,47.9813,67.7048,88.1653,0.89079,0.703175,1.68074,3.79024,6.63334,10.6339,
-40.7674,108.609,214.58,235.42,3.14271,-9.36329,100,0.726542,-0.0088369,0.00135046,-1.01519e-06,0.726542,0.00883667,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-9.78252,3.75713,25.6564,47.8524,67.603,88.1019,0.97158,0.650302,1.41174,3.30224,5.95051,9.74889,
-40.9701,108.438,215.429,234.571,5.48811,-9.36329,100,0.698625,-0.0229746,0.00134993,-1.0543e-06,0.698625,0.0229706,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.0314,3.50196,25.4101,47.6317,67.4193,87.9723,1.09448,0.572531,1.00927,2.57053,4.92574,8.41984,
-41.2619,108.182,216.688,233.312,8.31969,-9.36329,100,0.651519,-0.0439576,0.00135064,-1.11314e-06,0.651519,0.0439293,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.3916,3.12706,25.0395,47.29,67.1246,87.7494,1.28401,0.464909,0.4203,1.49307,3.41305,6.45482,
-41.7275,107.751,218.751,231.249,12.1914,-9.36329,100,0.558021,-0.0784383,0.00135565,-1.21285e-06,0.558021,0.078278,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-10.9718,2.5086,24.4053,46.6799,66.5708,87.2917,1.61227,0.307066,-0.526303,-0.255186,0.949557,3.24693,
-43.3851,105.943,226.502,223.498,21.2007,-4.28321,100,0.00451301,-0.210053,0.00141899,-1.65451e-06,0.00451301,0.207043,-32.1617,-43.4917,-61.09,-78.2917,-93.05,-107.772,113.361,105.941,92.885,78.731,65.341,50.5794,-13.1066,0.0746361,21.6588,43.7665,63.6382,84.4796,3.03526,-0.0761868,-3.85525,-6.5909,-8.07994,-8.59829,
-44.4819,104.621,229.301,220.699,25.7947,9.36329,36.7691,-0.520171,-0.249144,0.00125939,-4.86767e-07,-0.520171,0.244173,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-1.64678,19.7272,41.6749,61.4502,82.2414,105.473,-0.110418,-4.93881,-8.7506,-11.2081,-12.7434,-13.3643,
-46.6025,102.631,222.376,227.624,27.2071,9.36329,23.752,-0.900237,-0.117266,0.00117861,-1.45725e-07,-0.900237,0.116733,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-4.52917,17.271,39.5183,59.4455,80.2702,103.408,-0.348833,-2.56482,-3.70242,-3.75756,-2.77474,-0.589875,
-48.2045,101.517,216.052,233.947,26.8737,9.36329,0,-0.860521,-0.00209149,0.00115547,1.55472e-07,-0.860521,0.00209149,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-6.41403,15.4976,37.7348,57.5469,78.1367,100.893,-0.803456,-0.604993,0.714528,2.85441,6.12479,10.8446,
-49.2575,100.916,212.14,237.86,22.213,2.63426,0,-0.729069,0.0689811,0.00116319,3.60985e-07,-0.729069,-0.068872,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-7.55558,14.2914,36.3868,56.0068,76.3254,98.7064,-1.18781,0.505155,3.33878,6.8254,11.4929,17.7543,
-50.1189,100.439,210.548,239.452,17.5497,2.302,23.4306,-0.607086,0.0992385,0.0011719,4.53009e-07,-0.607086,-0.0989146,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-8.50398,13.2876,35.2956,54.8111,74.9922,97.1904,-1.37031,0.929227,4.37588,8.40648,13.637,20.518,
-50.9202,99.9977,209.732,240.268,18.6202,0.772995,65.7513,-0.488624,0.115777,0.00117822,5.02617e-07,-0.488624,-0.115264,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-9.39811,12.3585,34.3152,53.7713,73.8759,95.9739,-1.47682,1.13278,4.89247,9.20055,14.7179,21.9143,
-51.8758,99.462,209.511,240.489,20.388,-2.4743,51.693,-0.351817,0.122266,0.00118142,5.16356e-07,-0.351817,-0.121662,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-10.4878,11.2585,33.2006,52.64,72.7232,94.7933,-1.50852,1.18487,5.02911,9.4121,15.0068,22.2883,
-52.8936,98.8503,210.383,239.617,21.8568,-3.82137,34.167,-0.235619,0.109651,0.00117728,4.62873e-07,-0.235619,-0.109214,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-11.697,10.0879,32.0859,51.5897,71.7557,93.9341,-1.36163,1.0005,4.51037,8.59702,13.8855,20.8302,
-54.052,98.1006,212.091,237.909,23.1263,-3.7496,20.5348,-0.142728,0.0828127,0.00116945,3.63758e-07,-0.142728,-0.0826242,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-13.112,8.7335,30.8264,50.4433,70.758,93.1335,-1.03213,0.679711,3.53242,7.03599,11.7211,18.0018,
-55.108,97.3693,213.741,236.259,23.3949,-2.87109,8.89451,-0.0930124,0.056869,0.00116401,2.73891e-07,-0.0930124,-0.0568078,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-14.4207,7.46512,29.631,49.3407,69.7818,92.329,-0.675676,0.406301,2.62155,5.5587,9.65678,15.2905,
-56.2498,96.5403,215.199,234.801,22.8563,-2.02833,6.59362,-0.0656749,0.0346566,0.00116118,1.98355e-07,-0.0656749,-0.0346428,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-15.8441,6.06213,28.2772,48.0552,68.594,91.2772,-0.327904,0.196965,1.84762,4.28241,7.85916,12.9175,
-57.2687,95.7767,216.207,233.793,22.6454,-1.20903,11.7009,-0.0563778,0.0200028,0.00116028,1.47792e-07,-0.0563778,-0.0200002,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-17.1206,4.7915,27.0322,46.85,67.4485,90.2172,-0.0633315,0.07597,1.33545,3.42183,6.6366,11.295,
-58.1787,95.0852,216.827,233.173,23.0225,-0.674186,13.6542,-0.0524063,0.0118434,0.00116019,1.17293e-07,-0.0524063,-0.0118429,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-18.2632,3.64915,25.9021,45.7414,66.3734,89.1911,0.113699,0.0161275,1.03511,2.90715,5.89906,10.311,
-59.1878,94.3129,217.217,232.782,23.0827,-0.405176,10.1658,-0.0488577,0.00796936,0.00116039,9.82325e-08,-0.0488577,-0.00796919,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-19.5327,2.37847,24.6379,44.4894,65.1414,87.9887,0.233605,-0.0134705,0.853659,2.59029,5.44137,9.69754,
-59.993,93.6941,217.402,232.598,23.0135,-0.306981,9.67444,-0.0452416,0.00710364,0.0011606,8.92755e-08,-0.0452416,-0.00710352,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-20.5473,1.36287,23.625,43.482,64.1431,87.004,0.294159,-0.0235349,0.771848,2.44449,5.22899,9.4115,
-60.8939,92.9997,217.501,232.499,22.5348,-0.337021,10.3155,-0.0400656,0.00801625,0.00116085,8.44848e-08,-0.0400656,-0.00801608,-43.4917,-61.09,-78.2917,-93.05,-107.772,-123.392,105.941,92.885,78.731,65.341,50.5794,33.371,-21.6842,0.225394,22.4888,42.3487,63.0146,85.8826,0.327225,-0.0283289,0.728584,2.36691,5.1157,9.2587,
-61.7923,92.304,217.681,232.319,22.8635,-0.442047,14.7252,-0.0359408,0.01617,0.000809509,3.18124e-06,-0.0359408,-0.0161686,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-0.910983,21.3547,41.2197,61.8941,84.775,103.087,-0.0304874,0.656537,2.23251,4.91642,8.98762,13.7555,
-63.1877,91.2137,217.957,232.043,23.0148,-0.893775,11.5597,-0.0147561,0.0142387,0.000827237,3.15738e-06,-0.0147561,-0.0142378,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-2.68195,19.5868,39.4591,60.1462,83.0464,101.381,-0.0275616,0.552357,2.03276,4.6172,8.5783,13.258,
-64.0793,90.5054,218.222,231.778,22.5815,-0.781186,10.1796,-0.00758641,0.0114861,0.00083879,3.13477e-06,-0.00758641,-0.0114856,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-3.82074,18.4505,38.3294,59.0282,81.9466,100.303,-0.0199296,0.45679,1.84509,4.33364,8.18857,12.7833,
-64.9664,89.7925,218.58,231.42,22.8976,-0.740261,14.2235,-0.00474787,0.00714369,0.000850499,3.1049e-06,-0.00474787,-0.00714357,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-4.9588,17.315,37.2022,57.9161,80.8581,99.2429,-0.000191687,0.337391,1.60148,3.96068,7.67236,12.1523,
-65.9488,88.9944,218.917,231.083,23.0227,-0.47644,11.2426,-0.00567755,0.00341725,0.000863215,3.07738e-06,-0.00567755,-0.00341724,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-6.2245,16.0509,35.9452,56.6726,79.6361,98.0468,0.0251755,0.231739,1.37883,3.61615,7.19283,11.5646,
-66.7328,88.3537,219.108,230.892,22.9707,-0.334734,10.1421,-0.00741262,0.00183392,0.000873076,3.06203e-06,-0.00741262,-0.00183392,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-7.23686,15.0391,34.9371,55.6719,78.6471,97.0724,0.0432876,0.175562,1.2563,3.42448,6.92455,11.2349,
-67.7088,87.5531,219.28,230.72,22.8635,-0.276209,10.6516,-0.00932207,0.00105587,0.000885104,3.04841e-06,-0.00932207,-0.00105587,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-8.49905,13.7772,33.6783,54.4196,77.4052,95.8432,0.063163,0.128765,1.14995,3.25605,6.68735,10.9425,
-68.5829,86.8335,219.36,230.64,22.4597,-0.23119,11.6479,-0.0106732,0.00167046,0.000895647,3.04209e-06,-0.0106732,-0.00167046,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-9.63115,12.6451,32.5477,53.2919,76.2823,94.7263,0.0729904,0.107406,1.10072,3.17779,6.5769,10.8063,
-69.3589,86.1928,219.45,230.55,22.4465,-0.284698,15.38,-0.0113592,0.00190416,0.000905027,3.03501e-06,-0.0113592,-0.00190415,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-10.6373,11.639,31.5431,52.2905,75.2862,93.7369,0.086523,0.0858087,1.04774,3.09209,6.45494,10.6552,
-70.3306,85.3872,219.568,230.432,22.5805,-0.269854,15.4478,-0.0121954,0.00214456,0.00091675,3.02583e-06,-0.0121954,-0.00214455,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-11.8993,10.3769,30.283,51.0346,74.0372,92.4964,0.106371,0.0598118,0.980778,2.98243,6.29795,10.4602,
-71.1106,84.7378,219.666,230.334,22.6962,-0.291212,14.2005,-0.012787,0.00229861,0.000926142,3.01823e-06,-0.012787,-0.0022986,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-12.9141,9.36206,29.2697,50.0246,73.0329,91.4993,0.124855,0.0400697,0.926876,2.89291,6.16895,10.2996,
-71.8921,84.0849,219.772,230.228,22.7562,-0.289298,13.1448,-0.0133282,0.00234637,0.000935538,3.01009e-06,-0.0133282,-0.00234637,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-13.9322,8.34379,28.253,49.0116,72.0258,90.4998,0.146798,0.0208466,0.870862,2.79854,6.03206,10.1285,
-72.6736,83.4294,219.877,230.123,22.7745,-0.291824,12.6029,-0.0138312,0.00243086,0.000944908,3.00207e-06,-0.0138312,-0.00243086,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-14.9519,7.32377,27.2345,47.9966,71.0167,89.4982,0.170388,0.00358296,0.817084,2.70668,5.89799,9.96057,
-73.5528,82.6891,220.042,229.958,23.138,-0.294889,12.441,-0.0143113,0.0017372,0.000955483,2.98958e-06,-0.0143113,-0.0017372,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-16.1007,6.17442,26.0874,46.8548,69.8841,88.3772,0.212279,-0.0186568,0.737517,2.56734,5.69235,9.70171,
-74.4292,81.9478,220.122,229.878,22.7934,-0.244919,9.07233,-0.0147552,0.00254744,0.000965874,2.98357e-06,-0.0147552,-0.00254743,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-17.2482,5.02656,24.9406,45.7105,68.7441,87.2428,0.232686,-0.0293457,0.699029,2.49986,5.59272,9.57626,
-75.3033,81.2058,220.272,229.728,23.0606,-0.326011,12.3152,-0.0146416,0.00216436,0.000976293,2.97241e-06,-0.0146416,-0.00216436,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-18.3941,3.87986,23.7957,44.5703,67.6119,86.1209,0.276704,-0.0435088,0.632848,2.37942,5.41211,9.34731,
-76.077,80.5461,220.381,229.619,23.0667,-0.26442,9.7893,-0.0146978,0.00225085,0.000985462,2.96431e-06,-0.0146978,-0.00225084,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-19.4104,2.86297,22.7801,43.558,66.6053,85.1218,0.310545,-0.0522098,0.586107,2.29299,5.28167,9.18151,
-76.9435,79.8045,220.455,229.545,22.6104,-0.306269,9.76593,-0.0143976,0.00323168,0.00099566,2.95892e-06,-0.0143976,-0.00323167,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-20.5505,1.7224,21.6403,42.4204,65.4715,83.993,0.33332,-0.0579446,0.554878,2.23517,5.19434,9.07048,
-77.7103,79.1456,220.563,229.437,22.5369,-0.360885,13.9967,-0.0140379,0.00336225,0.0010047,2.95098e-06,-0.0140379,-0.00336223,-61.09,-78.2917,-93.05,-107.772,-123.392,-134.97,92.885,78.731,65.341,50.5794,33.371,18.404,-21.5608,0.711291,20.6303,41.4135,64.4703,82.999,0.370261,-0.0631882,0.511908,2.15284,5.06835,8.9094,
-78.5725,78.4009,220.751,229.249,22.991,-0.350293,14.6155,-0.0597109,0.00476759,0.00103747,2.25591e-06,-0.0597109,-0.00476756,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-0.42821,19.4926,40.2811,63.3472,81.8884,98.7559,-0.0668443,0.443114,2.01607,4.85617,8.63661,12.6681,
-79.3393,77.7354,220.874,229.126,23.0714,0.0797612,10.5425,-0.0573728,0.00471678,0.00104467,2.24522e-06,-0.0573728,-0.00471675,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-1.44365,18.4782,39.27,62.3422,80.8916,97.7677,-0.0673047,0.399663,1.92776,4.71807,8.4585,12.4535,
-80.1062,77.0709,220.903,229.097,22.9822,-0.174991,9.8202,-0.0521179,0.00633956,0.00105158,2.24274e-06,-0.0521179,-0.00633948,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-2.45845,17.4637,38.2562,61.3298,79.881,96.7592,-0.0666765,0.390271,1.90791,4.68661,8.41771,12.4043,
-80.8702,76.4075,220.953,229.047,22.9097,-0.224062,10.6332,-0.0457819,0.0076023,0.0010585,2.23845e-06,-0.0457819,-0.00760215,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-3.47027,16.4522,37.2461,60.3221,78.8766,95.7582,-0.0648102,0.374804,1.87435,4.63298,8.34794,12.3198,
-81.8211,75.5785,221.052,228.948,22.8892,-0.369007,11.2581,-0.0372984,0.00854719,0.00106717,2.22995e-06,-0.0372984,-0.00854699,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-4.73195,15.1913,35.9877,59.0685,77.6293,94.5178,-0.0593931,0.345695,1.8092,4.52784,8.21063,12.1532,
-82.5787,74.9145,221.167,228.833,22.8662,-0.469865,11.4053,-0.0309003,0.00868957,0.00107412,2.22013e-06,-0.0309003,-0.00868935,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-5.73946,14.1845,34.9839,58.0701,76.6383,93.5347,-0.0511296,0.313892,1.73558,4.40779,8.05325,11.9619,
-83.4266,74.1659,221.292,228.708,22.4405,-0.508916,11.5982,-0.0251019,0.00895165,0.00108186,2.20959e-06,-0.0251019,-0.00895141,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-6.87062,13.0541,33.8565,56.9484,75.5246,92.4294,-0.0415826,0.280144,1.65663,4.27867,7.88377,11.7557,
-84.2725,73.4135,221.534,228.466,22.7814,-0.581299,15.5311,-0.0207462,0.0071826,0.00108974,2.1893e-06,-0.0207462,-0.00718247,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-8.00282,11.9231,32.7311,55.8339,74.4251,91.3461,-0.014909,0.222692,1.51134,4.03586,7.5625,11.363,
-85.3044,72.4868,221.761,228.239,22.5927,-0.47148,12.308,-0.0181719,0.00624366,0.00109917,2.17043e-06,-0.0181719,-0.00624358,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-9.3898,10.5369,31.3499,54.4625,73.0675,90.0035,0.012944,0.171418,1.37742,3.81019,7.26298,10.9963,
-86.2423,71.638,221.995,228.005,22.5973,-0.494827,14.1042,-0.0170616,0.00495833,0.00110771,2.1513e-06,-0.0170616,-0.00495829,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-10.6546,9.27265,30.0904,53.2127,71.8316,88.7827,0.0478612,0.125152,1.24636,3.58494,6.9619,10.6262,
-87.0866,70.8684,222.234,227.766,23.0591,-0.405306,14.043,-0.0170709,0.0033292,0.00111538,2.13195e-06,-0.0170709,-0.00332919,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-11.7967,8.13069,28.9529,52.0848,70.7176,87.6838,0.0899596,0.0842137,1.11866,3.36088,6.66022,10.2538,
-87.8366,70.1813,222.39,227.61,23.1283,-0.338688,9.76373,-0.017238,0.00287965,0.00112208,2.11942e-06,-0.017238,-0.00287964,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-12.8136,7.11364,27.9386,51.0765,69.7183,86.6942,0.120209,0.0601612,1.03786,3.21704,6.4656,10.0129,
-88.7705,69.3218,222.55,227.45,22.9885,-0.342264,9.18572,-0.0169851,0.00293927,0.00113032,2.10665e-06,-0.0169851,-0.00293927,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-14.0824,5.84459,26.6722,49.8161,68.4669,85.4527,0.154456,0.0386317,0.958041,3.07244,6.26881,9.76863,
-89.6044,68.5505,222.646,227.354,22.5092,-0.350061,10.4908,-0.0165128,0.00384766,0.00113758,2.09908e-06,-0.0165128,-0.00384764,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-15.2181,4.70873,25.5378,48.6853,67.3413,84.3329,0.175537,0.026475,0.911142,2.98694,6.15219,9.62367,
-90.5263,67.6933,222.805,227.195,22.4283,-0.417622,14.9137,-0.0158665,0.00394181,0.00114563,2.08655e-06,-0.0158665,-0.00394179,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-16.4764,3.4499,24.2814,47.4345,66.0993,83.1005,0.215395,0.0109176,0.837656,2.84907,5.96243,9.38664,
-91.3561,66.9169,223.005,226.995,22.9435,-0.400763,15.5976,-0.0157342,0.00306008,0.00115288,2.07092e-06,-0.0157342,-0.00306007,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-17.6118,2.31364,23.1479,46.3079,64.9835,81.9965,0.271171,-0.00294765,0.75098,2.68146,5.72957,9.09434,
-92.2794,66.0477,223.192,226.808,23.0792,-0.353365,10.8067,-0.0158664,0.00273408,0.00116086,2.05647e-06,-0.0158664,-0.00273407,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-18.879,1.04549,21.8821,45.0482,63.7337,80.7576,0.326929,-0.0121852,0.673777,2.5287,5.51587,8.82513,
-92.9242,65.4378,223.261,226.739,22.6359,-0.357394,9.61805,-0.0159207,0.00359644,0.00116637,2.05117e-06,-0.0159207,-0.00359643,-78.2917,-93.05,-107.772,-123.392,-134.97,-145.117,78.731,65.341,50.5794,33.371,18.404,4.33938,-19.7661,0.157917,20.9953,44.1637,62.8527,79.8806,0.347346,-0.0157567,0.645118,2.47215,5.43682,8.72558,
-93.7505,64.6528,223.452,226.548,22.9111,-0.416458,13.7458,-0.00427015,0.00244558,0.00116326,2.25429e-06,-0.00427015,-0.00244558,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-0.981829,19.8577,43.032,61.7308,78.7696,103.342,-0.0178217,0.573536,2.32327,5.22558,8.45751,15.1646,
-94.5731,63.8665,223.573,226.427,22.6108,-0.445002,11.101,-0.00503188,0.00297869,0.00117133,2.24195e-06,-0.00503188,-0.00297868,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-2.11981,18.7209,41.8989,60.6038,77.6494,102.235,-0.0183852,0.528875,2.22956,5.0923,8.28818,14.9432,
-95.4848,62.9891,223.765,226.235,22.563,-0.463697,13.9285,-0.00665315,0.00260312,0.00118039,2.22261e-06,-0.00665315,-0.00260312,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-3.38519,17.4572,40.6408,59.3551,76.4113,101.02,-0.0143241,0.463304,2.08655,4.88677,8.02568,14.5986,
-96.3041,62.1952,223.992,226.008,22.9836,-0.409974,14.3388,-0.00884799,0.00133947,0.00118861,2.19994e-06,-0.00884799,-0.00133947,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-4.52607,16.3181,39.5079,58.2332,75.3016,99.9356,-0.00308624,0.392086,1.9236,4.64977,7.72118,14.1967,
-96.9404,61.5754,224.083,225.917,22.6994,-0.323389,10.4409,-0.0107529,0.00186391,0.00119471,2.1909e-06,-0.0107529,-0.00186391,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-5.41433,15.4304,38.6226,57.3522,74.4255,99.0698,0.00150103,0.363551,1.85822,4.55463,7.59891,14.0352,
-97.7577,60.7764,224.275,225.725,22.9875,-0.384141,13.1364,-0.01245,0.00124766,0.00120268,2.17198e-06,-0.01245,-0.00124765,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-6.55726,14.2886,37.4856,56.2242,73.3076,97.9733,0.0181214,0.31034,1.7273,4.36096,7.34803,13.7018,
-98.5713,59.9766,224.381,225.619,22.6488,-0.29275,10.4328,-0.0141029,0.0021428,0.00121035,2.16157e-06,-0.0141029,-0.00214279,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-7.69812,13.1482,36.3479,55.0913,72.1802,96.8576,0.0277844,0.281333,1.65526,4.25415,7.20953,13.5175,
-99.2929,59.2647,224.5,225.5,22.6142,-0.385573,13.6117,-0.0148851,0.0025279,0.00121716,2.15001e-06,-0.0148851,-0.0025279,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-8.71171,12.1351,35.3376,54.0863,71.1813,95.8718,0.0416776,0.252012,1.57785,4.13788,7.05782,13.3146,
-100.013,58.5502,224.631,225.369,22.6574,-0.358878,13.888,-0.0157379,0.00271166,0.00122395,2.1373e-06,-0.0157379,-0.00271165,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-9.7263,11.1209,34.3264,53.0809,70.1826,94.8873,0.059327,0.2219,1.49457,4.01164,6.89242,13.0926,
-101.094,57.4723,224.828,225.172,22.7448,-0.379147,13.4812,-0.0166145,0.00301304,0.00123406,2.11832e-06,-0.0166145,-0.00301304,-93.05,-107.772,-123.392,-134.97,-145.117,-158.342,65.341,50.5794,33.371,18.404,4.33938,-17.429,-11.2524,9.59532,32.805,51.5681,68.6796,93.4056,0.0903141,0.181005,1.37366,3.82605,6.64784,12.7628,
